berkeley_ids
975503992775106560
975501743474790400
975501087741419520
975499618636021760
975497970081660928
975496889331171328
975496779306332162
975496770783358977
975496528499326976
975494384656424960
975493807272685568
975491315591823360
975490122798972928
975488144077291521
975487920776753152
975486606890143745
975486338366504960
975485316713689089
975484611458351104
975483177127981057
975482843886309376
975482811246235648
975480974984208384
975477666286465024
975477466025279488
975475680732364800
975475538931302400
975473293699440640
975473280680214528
975471308749221888
975470235804303360
975470096800931841
975469871096983553
975469453650550784
975468854066364416
975468240452272129
975465509821952000
975465103511318528
975464501637271552
975464370099560448
975463156691623936
975463050227499009
975462665303699456
975462289238192130
975460947128066048
975459646445146112
975459233457045504
975458384487919616
975458337306193920
975458325545435136
975453717599158272
975452038262738944
975450195151302656
975450183805751296
975449673476464640
975441827145764864
975439265864675329
975436689966428160
975436372801540096
975436300806336513
975434542646374400
975433788036493312
975432521880973313
975432388137439232
975431216362004481
975430497701576704
975429824108900352
975426952868671488
975426841077952512
975425347809304577
975424363284647936
975423200409636864
975421973198024704
975414103811309573
975414063118270464
975414045216948224
975413437932093440
975410712712531974
975410634992029698
975409708520456193
975398108300378112
975397742070530049
975396410005663744
975390351677534208
975389166803529729
975387848592449537
975374786745348101
975366516953710592
975365381413048322
975361299222757378
975333235939999745
975331886527582209
975321379259084803
975298198989361152
975291947215552513
975273242314252288
975272704709296128
975270796120608768
975270786477912064
975270764793413633
975268278485553152
975268049048674304
975265333429719040
975264845527330816
975261445796450304
975261404692279296
975261240069992449
975254835128819713
975247906285371393
975247848294895616
975247828984328193
975247780254949377
975247566412554251
975247106305765376
975242851876556800
975240708436062208
975234788255678464
975234147248521216
975231646227087360
975230081835634688
975229993092608000
975229557035876352
975228909779333121
975227354338349056
975226815156428800
975221376440127496
975221303660625920
975220380913745920
975217349543346176
975217207545274368
975215714134044672
975214027537203200
975213835324813313
975213249670074368
975210760925151237
975209472757874688
975207132298584064
975206188949282816
975205872673595392
975205228281655296
975203969747202049
975202982143889409
975199958671417344
975198124439252992
975197863151001600
975197056330444800
975196994481274880
975196436257128449
975196032010088448
975195332475682816
975194986932092928
975194539680980993
975193289472315392
975191967419195393
975191791623290881
975191160107888640
975190811192180738
975190644258844673
975190548184104960
975190425555185664
975189681095827458
975189405005627392
975189399540502528
975188824794873857
975188055999918080
975187378804375552
975187199271501824
975186306962661376
