"frac_followed" "frac_observed" "frac_observed_uncertainty"
0 0 0
0.00746268656716418 0.00944444444444444 0.0209736204482576
0.0149253731343284 0.0455555555555556 0.0241838986772465
0.0223880597014925 0.0811111111111111 0.0319971628621326
0.0298507462686567 0.114444444444444 0.0401238884548998
0.0373134328358209 0.145 0.0438903450581714
0.0447761194029851 0.178333333333333 0.046242392862158
0.0522388059701493 0.211111111111111 0.0493125202554775
0.0597014925373134 0.241666666666667 0.0507918344833185
0.0671641791044776 0.267777777777778 0.0576918120723993
0.0746268656716418 0.293333333333333 0.0569849777724984
0.082089552238806 0.318888888888889 0.0477841720462112
0.0895522388059701 0.341111111111111 0.0529819136824402
0.0970149253731343 0.357222222222222 0.0548524531803522
0.104477611940299 0.379444444444444 0.0558661352293991
0.111940298507463 0.403333333333333 0.0578213597177197
0.119402985074627 0.420555555555556 0.0565318261027718
0.126865671641791 0.431666666666667 0.0574074074074074
0.134328358208955 0.443888888888889 0.0588236302750689
0.141791044776119 0.456111111111111 0.0581841660737136
0.149253731343284 0.468333333333333 0.0607837369379685
0.156716417910448 0.48 0.059887244927452
0.164179104477612 0.492222222222222 0.0631804522564148
0.171641791044776 0.504444444444444 0.063505289627712
0.17910447761194 0.517777777777778 0.0660087249123869
0.186567164179104 0.533333333333333 0.0679267373799058
0.194029850746269 0.547777777777778 0.0611748468777
0.201492537313433 0.561111111111111 0.0582939046908444
0.208955223880597 0.574444444444444 0.0607657827987678
0.216417910447761 0.589444444444444 0.060082144376071
0.223880597014925 0.598888888888889 0.0649133450215787
0.23134328358209 0.613888888888889 0.0662421011297954
0.238805970149254 0.626666666666667 0.0641888969416429
0.246268656716418 0.635555555555556 0.0671512504367295
0.253731343283582 0.647222222222222 0.0643320161760454
0.261194029850746 0.656111111111111 0.0599782768174135
0.26865671641791 0.663888888888889 0.0592881873836375
0.276119402985075 0.677777777777778 0.0580258853185659
0.283582089552239 0.687222222222222 0.0545103703104324
0.291044776119403 0.7 0.0517796515125579
0.298507462686567 0.711111111111111 0.0517796515125579
0.305970149253731 0.724444444444444 0.0529230383295703
0.313432835820896 0.736111111111111 0.054349994805919
0.32089552238806 0.746666666666667 0.0519719628579405
0.328358208955224 0.754444444444444 0.0506720023968965
0.335820895522388 0.761111111111111 0.0520798259200607
0.343283582089552 0.77 0.0552855391062492
0.350746268656716 0.778888888888889 0.0535438233140776
0.358208955223881 0.786666666666667 0.0533922233794041
0.365671641791045 0.791111111111111 0.054203525690507
0.373134328358209 0.8 0.0535554670726831
0.380597014925373 0.809444444444444 0.0542811173954531
0.388059701492537 0.822222222222222 0.0541344619219311
0.395522388059701 0.832222222222222 0.0541229427257326
0.402985074626866 0.840555555555556 0.0561999663166426
0.41044776119403 0.851666666666667 0.0547386630916574
0.417910447761194 0.86 0.0538341617580421
0.425373134328358 0.868888888888889 0.0520917969180167
0.432835820895522 0.878333333333333 0.0521964260379344
0.440298507462687 0.886111111111111 0.0514019684874479
0.447761194029851 0.893333333333333 0.0509786993166064
0.455223880597015 0.903333333333333 0.0497029459967235
0.462686567164179 0.916666666666667 0.0502518907629606
0.470149253731343 0.925555555555556 0.0500778792409929
0.477611940298507 0.931666666666667 0.0452611548810316
0.485074626865672 0.94 0.040786628580412
0.492537313432836 0.947777777777778 0.0385385858112841
0.5 0.955 0.0376175051386249
0.507462686567164 0.96 0.0362543563094891
0.514925373134328 0.964444444444444 0.035769557999244
0.522388059701492 0.968888888888889 0.0347079095080179
0.529850746268657 0.972777777777778 0.0348647467709493
0.537313432835821 0.978333333333333 0.0324566725107893
0.544776119402985 0.982222222222222 0.0283388894444456
0.552238805970149 0.985 0.0271879006708066
0.559701492537313 0.986111111111111 0.0266318047467279
0.567164179104478 0.987777777777778 0.0244403628874876
0.574626865671642 0.988888888888889 0.0236889684839567
0.582089552238806 0.99 0.0214512733147427
0.58955223880597 0.990555555555556 0.0209736204482576
0.597014925373134 0.991666666666667 0.0199372378490354
0.604477611940298 0.992222222222222 0.0193741715566543
0.611940298507463 0.993333333333333 0.0181443684650606
0.619402985074627 0.993888888888889 0.0174703354297345
0.626865671641791 0.994444444444444 0.0167506302543202
0.634328358208955 0.995555555555556 0.0151477735746828
0.641791044776119 0.995555555555556 0.0151477735746828
0.649253731343284 0.995555555555556 0.0151477735746828
0.656716417910448 0.996666666666667 0.0132601809208857
0.664179104477612 0.996666666666667 0.0132601809208857
0.671641791044776 0.997222222222222 0.0121690507531995
0.67910447761194 0.997222222222222 0.0121690507531995
0.686567164179104 0.997222222222222 0.0121690507531995
0.694029850746269 0.997222222222222 0.0121690507531995
0.701492537313433 0.997222222222222 0.0121690507531995
0.708955223880597 0.997222222222222 0.0121690507531995
0.716417910447761 0.997777777777778 0.0109414658648296
0.723880597014925 0.997777777777778 0.0109414658648296
0.73134328358209 0.997777777777778 0.0109414658648296
0.738805970149254 0.997777777777778 0.0109414658648296
0.746268656716418 0.997777777777778 0.0109414658648296
0.753731343283582 0.997777777777778 0.0109414658648296
0.761194029850746 0.997777777777778 0.0109414658648296
0.76865671641791 0.997777777777778 0.0109414658648296
0.776119402985075 0.997777777777778 0.0109414658648296
0.783582089552239 0.998333333333333 0.00952481155543141
0.791044776119403 0.998333333333333 0.00952481155543141
0.798507462686567 0.998333333333333 0.00952481155543141
0.805970149253731 0.999444444444444 0.00555555555555556
0.813432835820896 0.999444444444444 0.00555555555555556
0.82089552238806 0.999444444444444 0.00555555555555556
0.828358208955224 0.999444444444444 0.00555555555555556
0.835820895522388 0.999444444444444 0.00555555555555556
0.843283582089552 0.999444444444444 0.00555555555555556
0.850746268656716 0.999444444444444 0.00555555555555556
0.858208955223881 0.999444444444444 0.00555555555555556
0.865671641791045 0.999444444444444 0.00555555555555556
0.873134328358209 0.999444444444444 0.00555555555555556
0.880597014925373 0.999444444444444 0.00555555555555556
0.888059701492537 1 0
0.895522388059702 1 0
0.902985074626866 1 0
0.91044776119403 1 0
0.917910447761194 1 0
0.925373134328358 1 0
0.932835820895522 1 0
0.940298507462687 1 0
0.947761194029851 1 0
0.955223880597015 1 0
0.962686567164179 1 0
0.970149253731343 1 0
0.977611940298508 1 0
0.985074626865672 1 0
0.992537313432836 1 0
1 1 0
