"frac_followed" "frac_observed" "frac_observed_uncertainty"
0 NA NA
0.00746268656716418 0.17 0.377525168068637
0.0149253731343284 0.41 0.217655088095219
0.0223880597014925 0.486666666666667 0.191982977172796
0.0298507462686567 0.515 0.180557498047049
0.0373134328358209 0.522 0.158005242209417
0.0447761194029851 0.535 0.138727178586474
0.0522388059701493 0.542857142857143 0.126803623514085
0.0597014925373134 0.54375 0.114281627587467
0.0671641791044776 0.535555555555556 0.115383624144798
0.0746268656716418 0.528 0.102572959990497
0.082089552238806 0.521818181818182 0.0781922815301638
0.0895522388059701 0.511666666666667 0.0794728705236604
0.0970149253731343 0.494615384615385 0.0759495505574107
0.104477611940299 0.487857142857143 0.0718278881520846
0.111940298507463 0.484 0.0693856316612636
0.119402985074627 0.473125 0.0635983043656183
0.126865671641791 0.457058823529412 0.0607843137254902
0.134328358208955 0.443888888888889 0.0588236302750689
0.141791044776119 0.432105263157895 0.0551218415435181
0.149253731343284 0.4215 0.0547053632441717
0.156716417910448 0.411428571428571 0.0513319242235303
0.164179104477612 0.402727272727273 0.051693097300703
0.171641791044776 0.394782608695652 0.0496997918825572
0.17910447761194 0.388333333333333 0.0495065436842902
0.186567164179104 0.384 0.0489072509135322
0.194029850746269 0.379230769230769 0.0423518170691769
0.201492537313433 0.374074074074074 0.0388626031272296
0.208955223880597 0.369285714285714 0.0390637175134936
0.216417910447761 0.365862068965517 0.0372923654748027
0.223880597014925 0.359333333333333 0.0389480070129472
0.23134328358209 0.356451612903226 0.0384631554947199
0.238805970149254 0.3525 0.0361062545296742
0.246268656716418 0.346666666666667 0.0366279547836706
0.253731343283582 0.342647058823529 0.0340581262108476
0.261194029850746 0.337428571428571 0.0308459709346698
0.26865671641791 0.331944444444444 0.0296440936918187
0.276119402985075 0.32972972972973 0.0282288090738969
0.283582089552239 0.325526315789474 0.0258207017259943
0.291044776119403 0.323076923076923 0.0238983006981037
0.298507462686567 0.32 0.0233008431806511
0.305970149253731 0.318048780487805 0.0232345046324943
0.313432835820896 0.31547619047619 0.0232928549168224
0.32089552238806 0.312558139534884 0.0217557053823937
0.328358208955224 0.308636363636364 0.0207294555260031
0.335820895522388 0.304444444444444 0.0208319303680243
