CODE,LATITUDE,LONGITUDE,ELEVATION,NETWORK,STATUS,NAME
AL35,,,,,Alternate,(Alternate Abbreviation for AL5)
AL36, 65.0978,-148.0014,    0.0,USAF,Open,ALPA Array Site 36
AL37, 65.2333,-147.7433,    0.0,USAF,Open,ALPA Array Site 37
AL5, 64.9447,-147.8595,    0.0,USAF,Open,ALPA Array Site 35
ALA, 37.2417,-115.1150,    0.0,USGS,Closed,Alamo
ALAM, 38.5667,-120.9562,  293.0,MNLO,Open,Latrobe
ALAR, 65.0653,-147.5639,  626.0,USAF,Open,ALPA Array Beam Reference Point
ALB, 49.2717,-124.8300,   25.0,WCTN,Open,Alberni
ALBA, 42.3128,   2.7235,  400.0,MRB,Open,Albanya (Alba&ntilde;&aacute;)
ALBI, 25.3090,  81.8085,  107.0,NDI,Open,Allahabad
ALC, 62.6225,-141.0083,  582.0,AGS,Open,Alcan
ALCA,,,,,Reserved,Las Alcarrizes
ALCT, 47.6475,-122.0370,   55.0,SEA,Open,Alcott Elementary School
ALD, 45.8194,-120.0667,  427.0,,Open,Alter Ridge
ALDR, 58.6100, 125.4094,  682.0,YARS,Open,Aldan
ALE, 82.5033, -62.3500,   65.0,OTT,Open,Alert
ALF, 42.2253, -77.7972,  671.0,PAL,Closed,Alfred
ALFC, 35.1570,  32.5990,  520.0,NIC,Open,Alevga
ALFO, 45.6283, -74.8842,    0.0,POLR,Open,Alfred
ALG, 36.7717,   3.0583,   59.0,ALG,Open,Algiers
ALGO, 45.9544, -78.0509,  235.0,POLR,Open,Algonquin Park
ALH,-32.3700, -70.7928, 1890.0,GUC,Open,Alicahue
ALI, 38.3553,  -0.4872,   35.0,MDD,Open,Alicante
ALIA, 36.7000,  54.5000,    0.0,THR,Reserved,Aliabad
ALIB, 39.9581,  49.0060,   50.0,AZER,Open,&Auml;li-Bayramli (Ali-Bairamli)
ALJ, 36.5299,  -5.6494,  427.0,SFS,Open,Aljibe
ALJA, 37.7490,  13.7537,  700.0,ROM,Open,Alia
ALKI, 47.5751,-122.4176,    1.0,SEA,Open,Alki Wastewater Plant
ALL, 54.7000, 110.7667,    0.0,,Closed,Alla
ALLY, 41.6492, -80.1448,  390.0,PAL,Open,Alegheny College
ALM, 36.8525,  -2.4598,   65.0,MDD,Open,Almer&iacute;a
ALME,  9.4300,  42.0400, 2133.0,AAE,Open,Alemaya
ALMG, 17.6010, 145.8380,  490.0,SAPN,Open,Alamagan
ALMR, 39.1555,  -8.5768,  165.0,IGIL,Open,Almeirim
ALN, 40.8972,  26.0456,  110.0,THE,Open,Alexandro&uacute;polis
ALNG, 10.1814, -61.6882,    0.0,TRN,Open,Atlantic Liquefied Natural Gas
ALNM, 38.9297,-121.2878,   54.0,MNLO,Open,Lincoln
ALO, 42.2000,-122.7000,  720.0,,Unreported,Ashland
ALOA,-10.2983, 150.3769,   10.0,PMG,Open,Alotau
ALOJ, 37.1090,  -4.1050, 1340.0,CRT,Open,Loja
ALOT,-10.2960, 150.4640,  200.0,,Closed,Alotau
ALP, 42.7803,  13.5761, 1370.0,SSO,Open,Ascoli Piceno (Monte Piselli)
ALPA,,,,,Network/Other,Alaska Long Period Array
ALPC, 34.6871,-118.2995,  753.0,PAS,Open,Antelope
ALPW, 43.1506,-110.9978, 1792.0,USBR,Open,Alpine
ALQ, 34.9425,-106.4575, 1849.0,ALQ,Closed,Albuquerque
ALR, 35.9392,  -3.0350,   10.0,MDD,Closed,Isla de Alboran
ALRB, 52.5103,-125.0844, 1237.0,POLR,Open,Anaheim Lake
ALRZ,-38.5638, 176.3428,  405.0,WEL,Open,Allen Road
ALS, 23.5104, 120.8051, 2413.4,TAP,Open,Alishan (Arisan)
ALST, 46.1090,-123.0329,  198.0,SEA,Open,Alston
ALT, 39.0552,  30.1103, 1060.0,ISK,Open,Altintas
ALTA, -2.4737, -78.9893, 2700.0,QUI,Open,Altar Urco
ALTV,  9.7516, -72.4178,   30.3,INTV,Reserved,Alturitas
ALU, 44.6820,  34.4030,   61.0,KRYM,Open,Alushta
ALUM,-25.2376, -64.8794,  812.0,SJA,Reserved,Lumberera
ALV, 35.0617,-116.6289,  640.0,PAS,Open,Alvord Mountain
ALVY, 43.9981,-123.0158,  155.0,SEA,Open,Alvey
ALWS, 29.3103,  35.0650,    0.0,SNSN,Open,Ilw as Safayhah
ALX, 44.3225, -75.9279,  122.0,PAL,Closed,Alexander Bay
ALZ, 30.6960,  -8.1410,  800.0,CNRM,Reserved,Aoulouz
AM-,,,,,Alternate,(Alternate Abbreviation for AM-OK)
AM-OK, 34.0478, -97.4114,  274.0,LRSM,Closed,Ardmore
AM1, 35.4444, 135.9186,  250.0,DRI,Closed,Amasugawa 1
AM2, 35.4441, 135.9215,  180.0,DRI,Closed,Amasugawa 2
AMA, 51.2884,-179.1093,  503.0,USGS,Closed,Amatignak Island
AMAG, 30.6430,  33.2100,  606.0,HLW,Open,
AMAN, 23.9333,  32.9340,    0.0,HLW,Open,Manam
AMAR,-31.4555, -67.3278,  659.0,SJA,Reserved,Marayes
AMAX,,,,,Network/Other,(keyword for telegraphic format)
AMB, 14.0833, 121.0500,   10.0,PIVS,Closed,Ambulong
AMBZ, 40.3880,  44.2590, 2200.0,NSSP,Open,Amberd
AMC, 37.1583,-121.8470,  244.0,MNLO,Open,Almaden
AMD, 69.7667,  61.6833,    0.0,,Closed,Amderma
AMDA, 36.2600,   2.7100, 1059.0,ALG,Open,M&eacute;d&eacute;a
AMDNV, 36.4526,-116.2809,    0.0,REN,Open,Amargosa
AMDR,,,,,Reserved,Amderma
AME, 51.3867, 179.2550,    0.0,,Closed,Amchitka East
AMF, 40.4020,-111.7880, 1445.0,SLC,Open,American Fork
AMG, 32.0594, -84.2177,  106.0,,Open,Americus
AMI, 42.5851,  12.4286,    0.0,ROM,Closed,Amelia
AMJ, 36.2494, 137.0284,  620.0,DRI,Open,Amo
AMKA, 51.3783, 179.3019,  115.8,USAV,Open,Amchitka
AML, 42.1311,  73.6941, 3400.0,KYRG,Open,Almayashu
AMLC,-31.3089, -67.9250, 3241.0,SJA,Reserved,Mogote Corralitos
AMM, 46.0942,-112.9511, 2051.0,BUT,Closed,Anaconda
AMN,-17.8506,-140.8592,    2.0,PPT,Open,Amanu
AMNH, 40.7808, -73.9738,    0.0,PAL,Open,Manhattan
AMO, -3.7000, 128.1667,    0.0,,Open,Ambon
AMOR, 36.9898,  25.9863,  240.0,ATH,Open,Amorg&oacute;s
AMP, 34.0550,  72.4150,  361.0,PAL,Open,Ambar
AMR, 36.3975,-116.4745,  725.0,REN,Closed,Amargosa
AMRG, 42.5156,  43.1369,  614.0,TIF,Open,
AMRH, 35.8572,   4.9388, 1530.0,ALG,Reserved,Mont Rhoder
AMRP, 39.1583,  -8.5750,  160.0,INMG,Closed,Almeirim
AMRR, 44.6103,  27.3354,   67.0,BUC,Open,
AMS, 33.1413,-115.2542,  140.0,PAS,Closed,Amos
AMTX, 34.8837,-101.6808, 1010.0,LUB,Open,Amarillo
AMU, 61.1917,-149.8050,   53.0,,Closed,Anchorage (Alaska Methodist University)
AMW,-41.3094, 175.7608,  400.0,WELW,Closed,Mount Adams
AMZI, 31.5500,  34.9130,  151.0,GII,Closed,Amatzia
AN-,,,,,Alternate,(Alternate Abbreviation for AN-MA)
AN-MA, 46.7522,-106.0917,  907.0,LRSM,Closed,Angela
AN1, 40.4792, -84.1308,  323.0,AAM,Closed,Anna
AN1*,,,,,Alternate,(Alternate Abbreviation for PNC)
AN10, 40.4728, -84.4700,  297.0,AAM,Closed,Anna
AN11, 40.5639, -84.6803,  267.0,AAM,Closed,Anna
AN12, 40.9214, -84.1822,  226.0,AAM,Closed,Anna
AN12*,,,,,Alternate,(Alternate Abbreviation for SRC)
AN13*,,,,,Alternate,(Alternate Abbreviation for QSR)
AN14*,,,,,Alternate,(Alternate Abbreviation for BCGM)
AN15*,,,,,Alternate,(Alternate Abbreviation for JHC)
AN2*, 36.7910,-121.4547,  433.0,MNLO,Closed,Forsythe
AN3, 40.5486, -83.8122,  326.0,AAM,Closed,Anna
AN3*,,,,,Alternate,(Alternate Abbreviation for HJGM)
AN4, 40.2219, -83.8978,  346.0,AAM,Closed,Anna
AN4*,,,,,Alternate,(Alternate Abbreviation for PCL)
AN5*,,,,,Alternate,(Alternate Abbreviation for DIL)
AN6*,,,,,Alternate,(Alternate Abbreviation for CSR)
AN7, 40.8233, -83.8600,  281.0,AAM,Closed,Anna
AN7*,,,,,Alternate,(Alternate Abbreviation for CDC)
AN8, 40.2444, -84.2864,  302.0,AAM,Closed,Anna
AN8*,,,,,Alternate,(Alternate Abbreviation for PKC)
AN9, 40.7111, -84.4969,  255.0,AAM,Closed,Anna
AN9*, 37.0140,-122.0362,  129.0,MNLO,Closed,Anzar Reservoir 9 (Santa Cruz)
ANA, 51.6277, 178.6564,    0.0,USGS,Closed,Amchitka
ANA2, 16.3412, 145.7115,  314.0,SAPN,Open,Anatahan
ANAL, 23.4100,  32.6780,    0.0,HLW,Open,New Alisa
ANAT, 16.3530, 145.6560,  510.0,SAPN,Closed,Anatahan
ANB, 51.6062, 178.7917,    0.0,USGS,Closed,Amchitka
ANC,-68.1944, -67.0000,    7.0,,Closed,Antarctic (Marguerite Bay)
ANCC,  3.5153, -76.8667,  540.0,UVC,Open,Alto Anchicay&aacute;
ANCH,-23.6820, -70.4100,   60.0,GUC,Open,Antofagasta
ANCK, 58.1988,-155.4940,  869.0,USAV,Open,Angle Creek
ANCR, 38.1732,-118.7537, 2250.0,REN,Closed,Anchorite
AND, 51.5623, 178.9534,  186.0,USGS,Closed,Amchitka
ANDN, 37.5800,  36.3452, 1142.0,DDA,Open,Andirin
ANDR, 64.7340, 177.4950,   55.0,NERS,Open,Anadyr'
ANE, 41.0100,  70.2600,  951.0,UZBK,Open,Angren
ANER, 36.7623,  -3.8453,  170.0,CRT,Reserved,Nerja
ANG, 17.1550, -61.8300,   27.0,TRN,Open,Antigua (Friars Hill)
ANGC,-37.7833, -72.7083,    0.0,,Reserved,Angol
ANGL, -0.3929, -77.5444, 3360.0,QUI,Open,
ANGS, 13.8000, -89.1917,  850.0,CIG,Closed,El &Aacute;ngel
ANGU,  0.0468, -78.0083, 4680.0,QUI,Open,Angureal
ANGV,  9.7050, -69.5217,  680.0,CAR,Closed,Angostura
ANGW, 43.8318,-110.1902, 2743.0,USBR,Open,Angle Mountain
ANH, 61.2417,-149.8267,   30.0,PMR,Closed,Anchorage
ANI, 57.0417,-158.0400,    0.0,GIA,Closed,Aniakchak
ANI*,,,,,Alternate,(Alternate Abbreviation for ANH)
ANIA, 56.9056,-158.2293,  930.0,USAV,Open,Aniakchak Crater
ANIG, 21.0538,-104.5207, 1009.0,UNM,Open,Ahuacatl&aacute;n
ANJJ, 32.3010,  35.7710, 1075.0,JSO,Open,`Anjarah
ANK, 39.9167,  32.8167,    0.0,,Open,Ankara
ANKA, 56.9058,-158.2288,  863.0,GIA,Open,Aniakchak
ANKY, 35.8670,  23.3012,  143.0,ATH,Open,Antikythira Island
ANL,-27.6167, -66.3167,    0.0,,Closed,Andalgala
ANM, 64.5655,-165.3717,  330.0,PMR,Open,Nome--Anvil Mountain
ANMB, 49.3187,-122.8585,  179.0,POLR,Closed,Anmore
ANMO, 34.9502,-106.4602, 1743.0,ALQ,Open,Albuquerque
ANMR, 23.6770,  32.5423,    0.0,HLW,Open,North Mavawa
ANN, 44.8000,  37.4330,   35.0,OBN,Open,Anapa
ANNE, 56.9127,-158.0589,  705.0,USAV,Open,Aniakchak Northeast
ANNS, 41.3140, -73.9132,   42.0,BLMY,Open,Annsville
ANNW, 56.9664,-158.2149,  816.0,USAV,Open,Aniakchak Northwest
ANON, 56.9198,-158.1716,  445.0,USAV,Open,Aniakchak
ANP, 25.1865, 121.5202,  825.8,TAP,Open,Anpu
ANPB, 56.8024,-158.2808,  658.0,USAV,Open,Aniakchak Plenty Bear
ANPK, 56.8418,-158.1261,  972.0,USAV,Open,Aniakchak Peak
ANR, 40.7550,  72.3600,  494.0,UZBK,Open,Andijon (Andizhan)
ANS, 43.5522,  13.4622,  295.0,,Open,Ancona
ANSL,,,,USAV,Reserved,Surprise Lake
ANT,-23.7050, -70.4153,   80.0,GUC,Open,Antofagasta
ANTF, 43.5640,   7.1230,   54.0,AZUR,Open,Antibes
ANTI, -0.4492, -78.1612, 4510.0,QUI,Open,Antisana
ANTN, 36.1717, -85.2313,  612.0,TVA,Open,Anderson
ANTO, 39.8689,  32.7936,  883.0,ISK,Open,Ankara
ANTR, 32.2637,-103.4107, 1056.0,SNM,Open,Antelope Ridge
ANTT, 36.2203,  36.1569,   60.0,GBZT,Open,
ANTU,-33.5691, -70.6335,  640.0,GUC,Open,Antumapu
ANTZ, 28.4747,  -9.8547,  300.0,SPGM,Open,Aouinet Torkoz
ANU, 41.0397,-112.2317, 1353.0,SLC,Closed,Antelope Island
ANV, 64.5655,-165.3717,  330.0,GIA,Open,Anvil Mountain
ANVS, 42.7830,  77.6670, 1860.0,KYRG,Open,Anan'yevo
ANVZ,  1.2220, -77.3530, 4170.0,,Open,
ANWB, 17.6685, -61.7856,   39.0,TRN,Open,Willy Bob
ANZ, 36.8847,-121.5909,  122.0,MNLO,Open,Anzar Road
ANZA,,,,,Network/Other,Anza Seismic Network; California
AO-,,,,,Alternate,(Alternate Abbreviation for AO-WS)
AO-WS, 45.6067, -88.9503,  518.0,LRSM,Closed,Argonne
AOB, 38.2483, 140.8467,   87.0,TOH,Open,Aobayama
AODM, 38.6148,-120.7285,  520.0,MNLO,Open,Outingdale
AOF, 30.4400,  -9.5600,   90.0,CNRM,Open,Agadir Oufela
AOHM, 39.3753,-121.2560,  457.0,MNLO,Open,Oregon House
AOI, 43.5500,  13.6020,  530.0,SSO,Open,Ancona (Monte Conero)
AOM, 40.8167, 140.7833,    5.0,JMA,Closed,Aomori
AOM1, 40.8200, 140.7733,    3.0,JMA,Open,Aomori
AOM3, 40.7767, 140.8167,  150.0,JMA,Open,Aomori 3
AOMJ, 40.5600, 140.3733,   90.0,JMA,Open,Aomori Outpost
AOPR, 18.3466, -66.7539,  355.1,RSPR,Open,Arecibo Observatory
AOS, 39.1703,  23.8800,  200.0,THE,Open,Al&oacute;nnisos
AOT, 42.1665,-119.9033, 1370.0,,Closed,Adel
AOU, 33.7923, 133.7706,  470.0,URS,Open,Aou
AP-,,,,,Alternate,(Alternate Abbreviation for AP-OK)
AP-OK, 34.8331, -98.4358,  427.0,LRSM,Closed,Apache
AP3N, 69.4586, -84.4616,  437.0,POLR,Open,Apex Site 3
APA, 67.5689,  33.4050,  182.0,KORS,Open,Apatity
APA0, 67.6061,  32.9931,  200.0,,Open,Apatity Array Site A0
APA1, 67.6078,  32.9931,  200.0,,Open,Apatity Array Site A1
APA2, 67.6053,  32.9964,  200.0,,Open,Apatity Array Site A2
APA3, 67.6047,  32.9894,  200.0,,Open,Apatity Array Site A3
APAE, 52.3006,   1.4782,   58.0,BGS,Open,Packway
APAES, 67.6061,  32.9931,  200.0,,Open,Apatity Array Beam Reference Point
APB1, 67.6067,  33.0047,  200.0,,Open,Apatity Array Site B1
APB2, 67.5983,  33.0017,  200.0,,Open,Apatity Array Site B2
APB3, 67.6028,  32.9861,  200.0,,Open,Apatity Array Site B3
APB4, 67.6078,  32.9831,  200.0,,Open,Apatity Array Site B4
APB5, 67.6100,  32.9928,  200.0,,Open,Apatity Array Site B5
APC, 52.9250, 157.1581,  100.0,KRSC,Open,Apacha
APCG, 37.1900,  -3.5900,    0.0,CRT,Reserved,Parque de las Ciencias
APCP,,,,,Network/Other,(phase code designation)
APE, 37.0689,  25.5306,  620.0,ATH,Open,Apeiranthos of Naxos
APER, 35.5504,  27.1741,  250.0,,Reserved,Aper
APEZ, 34.9777,  24.8859,  435.0,,Closed,Moni Apezanon
APG, 15.0040, -90.4643, 1880.0,GCG,Open,El Apazote
APH, 43.8413, -74.4970,  564.0,PAL,Closed,Airport Hangar
APHE, 36.9520,  -3.6880, 1360.0,CRT,Open,Pico Herrero
API,-13.8072,-171.7750,    2.0,WEL,Open,Apia
APK, 36.3194,-115.5744, 2680.0,USGS,Closed,Angel's Peak
APKP,,,,,Network/Other,(phase code designation)
APKW, 36.3198,-115.5868, 2580.0,REN,Closed,Angels Peak
APL, 46.9496,   8.2428,  880.0,ZUR,Open,Alpnach
APM, 45.7361,-121.6806,  865.0,SEA,Open,Augspurger Mountain
APN, 56.0000, 160.8300,  700.0,KRSC,Open,Apakhonchich
APNR, 40.2300,-119.8665, 1471.0,REN,Closed,Astor Pass
APO, 60.5389,  13.9281,  354.0,HFS,Open,&Auml;ppelbo
APON, 12.9167, -86.0667,  600.0,INET,Open,Apoyo
APP,,,,,Alternate,(Alternate abbreviation for APO)
APPI, 46.4787,  11.2281, 1056.0,ROM,Open,Appiano
APR, 18.4521, -66.7295,   50.0,RSPR,Open,Arecibo
APRI,,,,,Network/Other,(keyword for telegraphic format)
APRIL,,,,,Network/Other,(keyword for telegraphic format)
APRM, 38.8770,-121.2172,  133.0,MNLO,Open,Poppy Hill Road
APRS, 24.3720,  30.7130,  193.0,HLW,Open,
APSI, -0.9108, 121.6487,    0.0,DJA,Open,Ampana
APT, 41.3160, -72.0639,    3.0,WES,Closed,Avery Point
APW, 46.6517,-122.6475,  457.0,SEA,Open,Alpha Peak
APY, 12.2277, -86.3528,  260.0,INET,Closed,Apoyeque
APYN, 12.2338, -86.3500,  300.0,INET,Open,Apoyeque
APYP, 17.8620, 121.2430,   50.0,PIVS,Open,Conner
APZ,-46.8334, 167.9888,  601.0,WEL,Open,The Paps
APZ9, 67.5686,  33.4050,  200.0,,Open,Apatity Array Site Z9
AQBJ, 29.7280,  35.0500,  170.0,JSO,Open,Al `Aqabah
AQDB,-20.4760, -55.6990,  155.0,VAO,Open,Aquidauana
AQU, 42.3539,  13.4019,  729.0,ROM,Open,L'Aquila
AR-,,,,,Alternate,(Alternate Abbreviation for AR-WS)
AR-WS, 45.6967, -88.1422,  381.0,LRSM,Closed,Aurora
AR1, 10.4586, -84.7322,  595.0,ICE,Closed,Volc&aacute;n Arenal
AR2, 10.5614, -84.8933,  763.0,ICE,Closed,Lago de Cote
AR3, 10.5869, -85.0350,  760.0,ICE,Closed,Tierras Morenas
AR4, 10.3583, -84.9928,  600.0,ICE,Closed,Solania
AR5, 10.3414, -84.8247, 1420.0,ICE,Closed,Santa Elena
AR6, 10.4458, -84.9098, 1010.0,ICE,Open,Chiripa
AR7,  9.8503, -85.1164,  582.0,ICE,Closed,Cabo Frio
AR8, 10.1925, -85.5206,  511.0,ICE,Closed,Nicoya
AR9, 10.4717, -84.7286,  658.0,ICE,Closed,Volc&aacute;n Norte
ARA,-38.0833, 175.6500,   65.0,WEL,Closed,Arapuni
ARA0, 69.5349,  25.5058,  403.0,NAO,Open,ARCESS Array Site A0
ARA1, 69.5363,  25.5071,  411.0,NAO,Open,ARCESS Array Site A1
ARA2, 69.5338,  25.5078,  392.0,NAO,Open,ARCESS Array Site A2
ARA3, 69.5346,  25.5019,  402.0,NAO,Open,ARCESS Array Site A3
ARAC, 37.8923,  -6.5647,  675.0,CRT,Open,Aracena
ARB1, 69.5379,  25.5079,  414.0,NAO,Open,ARCESS Array Site B1
ARB2, 69.5357,  25.5134,  397.0,NAO,Open,ARCESS Array Site B2
ARB3, 69.5324,  25.5106,  376.0,NAO,Open,ARCESS Array Site B3
ARB4, 69.5328,  25.4998,  378.0,NAO,Open,ARCESS Array Site B4
ARB5, 69.5363,  25.4985,  405.0,NAO,Open,ARCESS Array Site B5
ARBF, 43.4917,   5.3325,  185.0,STR,Open,Arbois
ARC, 40.8777,-124.0774,   30.1,BRK,Open,Arcata
ARC1, 69.5411,  25.5079,  381.0,NAO,Open,ARCESS Array Site C1
ARC2, 69.5383,  25.5229,  395.0,NAO,Open,ARCESS Array Site C2
ARC3, 69.5329,  25.5231,  376.0,NAO,Open,ARCESS Array Site C3
ARC4, 69.5293,  25.5117,  377.0,NAO,Open,ARCESS Array Site C4
ARC5, 69.5300,  25.4982,  374.0,NAO,Open,ARCESS Array Site C5
ARC6, 69.5341,  25.4882,  395.0,NAO,Open,ARCESS Array Site C6
ARC7, 69.5396,  25.4936,  362.0,NAO,Open,ARCESS Array Site C7
ARCES, 69.5349,  25.5058,  403.0,NAO,Open,ARCESS Array Beam Reference Point
ARCH,-18.4906, -70.2965,   58.0,GUC,Open,Arica
ARD, 34.0859, 135.1617,   40.0,ERIJ,Open,Arida
ARD1, 69.5483,  25.5093,  395.0,NAO,Open,ARCESS Array Site D1
ARD2, 69.5452,  25.5308,  366.0,NAO,Open,ARCESS Array Site D2
ARD3, 69.5366,  25.5483,  331.0,NAO,Open,ARCESS Array Site D3
ARD4, 69.5271,  25.5362,  371.0,NAO,Open,ARCESS Array Site D4
ARD5, 69.5214,  25.5118,  351.0,NAO,Open,ARCESS Array Site D5
ARD6, 69.5227,  25.4900,  413.0,NAO,Open,ARCESS Array Site D6
ARD7, 69.5294,  25.4707,  413.0,NAO,Open,ARCESS Array Site D7
ARD8, 69.5384,  25.4686,  368.0,NAO,Open,ARCESS Array Site D8
ARD9, 69.5454,  25.4857,  359.0,NAO,Open,ARCESS Array Site D9
ARDC, 35.4632,-120.9783,   91.0,PGEC,Open,Alexander Ranch
ARDR, 52.5800,  93.4300,  950.0,ASRS,Open,Aradan
ARE,-16.4621, -71.4913, 2452.0,,Open,Arequipa (Characato)
ARE0, 69.5348,  25.5057,  403.0,NAO,Open,ARCESS Array Site E0
AREB,-21.3625, -46.1234,  982.0,VAO,Open,Areado
AREE, -1.4823, -78.4213, 4005.0,QUI,Open,Arenal
ARF,,,,ISK,Reserved,Arif
ARG, 36.2161,  28.1261,  170.0,ATH,Open,Arkhangelos
ARGU, 39.8228,-110.5437, 2828.0,SLC,Open,Argyle Ridge
ARH, 45.0097,   1.3117,  320.0,LDG,Closed,Archignac
ARHZ,-39.2631, 176.9959,  270.0,WELH,Open,Aropaoanui
ARI,-18.5294, -70.1769,  250.0,,Open,Arica
ARJM, 38.6865,-120.9563,  460.0,MNLO,Open,Robert W. Jensen
ARK, 41.7980,  71.9630, 1280.0,KYRG,Open,Arkit
ARKL,-30.2760, 139.3390,  520.0,ADE,Open,Arkaroola
ARKR, 42.6028,  46.9944,  750.0,DRS,Open,Arakani
ARL, 17.4120, -93.1180,    0.0,UNM,Closed,
ARLS, 41.8610,  74.3230, 1640.0,KYRG,Open,Aral
ARM,  8.2832, -82.8665,   10.0,UPA,Closed,Puerto Armuelles
ARM2,  8.1000, -82.8667,   10.0,UPA,Open,Puerto Armuelles 2
ARMA,-30.4183, 151.6293, 1112.0,AUST,Open,Armidale
ARME, 40.3163,  16.0321,  989.0,ENI,Open,Armento
ARMT, 40.5656,  28.8616,  418.0,ISK,Open,Armutlu
ARN, 37.3493,-121.5327,  628.0,MNLO,Open,Arnold Ranch
ARNB, 35.8608,  35.9722,  930.0,NSSC,Open,Al Arnab
ARNI, 43.6667,-112.6235, 1553.0,INEL,Open,Argonne North
ARNR, 43.1893,  44.2792,  428.0,OBN,Open,Ardon
ARNU, 61.6920,  17.3780,  100.0,UPP,Open,Arn&ouml;viken
ARNY, 41.3032, -74.1145,  430.0,PAL,Open,Arden House
ARO, 11.5286,  42.8468,  680.0,ARO,Open,Arta Observatory
AROD,-30.1664, -69.4742, 2832.0,SJA,Reserved,Rodeo
AROL, 10.4373, -84.7092,  720.0,HDC,Reserved,Arenal Observatory Lodge
ARP, 14.5380, 121.1530,   85.0,PIVS,Open,Angono
ARPS,-36.7699, 141.8383,  213.0,AUST,Open,Mount Arapiles
ARPT, 35.7560, -89.6733,  122.0,CERI,Open,Arp
ARQ, 23.3366,  56.5219,  400.0,OMAN,Open,Al `Araqi
ARR, 45.3675,  24.6336,  871.0,BUC,Open,Arges
ARRM, 38.7653,-121.1718,  127.0,MNLO,Open,Rickey Ranch
ARRY, -1.5063, -78.4552, 2900.0,QUI,Open,Arrayan
ARRZ, 39.8540,  44.6970,  850.0,NSSP,Open,Ararat
ARS, 51.9203, 102.4233,  970.0,BYKL,Open,Arshan
ARSA, 47.2505,  15.5232,  577.0,ZAMG,Open,Arzberg
ARSB, 41.3240,  72.9820, 1510.0,KYRG,Open,Arslanbob
ARSS, 25.8810,  43.2365,  720.0,SNSN,Open,Ar Rass
ART, 11.5211,  42.8378,  710.0,ARO,Closed,Arta
ARTJ, 32.2467,  36.8283, 1058.0,JSO,Open,Al Aritein
ARTL, 43.4561,  -0.5881,  210.0,STR,Open,Arthez-de-B&eacute;arn
ARTT, -2.7256,  36.2817,    0.0,TZN,Open,Arusha (Longido)
ARU, 56.4302,  58.5625,  250.0,OBN,Open,Arti
ARUT, 37.7880,-113.4404, 1646.0,SLC,Open,Antelope Range
ARUZ, 40.2830,  44.0910, 1200.0,NSSP,Open,Aruch
ARV, 43.4977,  12.9410,  459.0,ROM,Open,Arcevia
ARVC, 35.1272,-118.8293,  268.0,PAS,Open,Arvin
ARVD, 43.4981,  12.9415,  461.0,ROM,Reserved,Arcevia
ARVI, 30.6400,  35.1870,    0.0,GII,Open,'Arava Valley (`En Yahav)
ARVN, 61.0898, -94.0648,  -16.0,POLR,Open,Arviat
ARWM, 38.9563,-121.1622,  320.0,MNLO,Open,Richard P. Wilkes
ARX, 38.1897,  21.4135,  196.0,UPSL,Open,Araxos
AS-PA, 40.7331, -78.5239,  469.0,LRSM,Closed,Altoona
AS01,-23.6647, 133.9508,  605.0,AUST,Open,Alice Springs Array Site 1
AS02,-23.6792, 133.9369,  619.0,AUST,Open,Alice Springs Array Site 2
AS03,-23.6744, 133.9197,  643.0,AUST,Open,Alice Springs Array Site 3
AS04,-23.6597, 133.9292,  666.0,AUST,Open,Alice Springs Array Site 4
AS05,-23.6492, 133.9475,  683.0,AUST,Open,Alice Springs Array Site 5
AS06,-23.6475, 133.9714,  663.0,AUST,Open,Alice Springs Array Site 6
AS07,-23.6656, 133.9697,  614.0,AUST,Open,Alice Springs Array Site 7
AS08,-23.6814, 133.9600,  594.0,AUST,Open,Alice Springs Array Site 8
AS09,-23.6994, 133.9414,  591.0,AUST,Open,Alice Springs Array Site 9
AS10,-23.6969, 133.9139,  607.0,AUST,Open,Alice Springs Array Site 10
AS11,-23.6783, 133.8978,  608.0,AUST,Open,Alice Springs Array Site 11
AS12,-23.6664, 133.9044,  607.0,AUST,Open,Alice Springs Array Site 12
AS13,-23.6519, 133.8944,  604.0,AUST,Open,Alice Springs Array Site 13
AS14,-23.6517, 133.9103,  620.0,AUST,Open,Alice Springs Array Site 14
AS15,-23.6356, 133.9122,  669.0,AUST,Open,Alice Springs Array Site 15
AS16,-23.6369, 133.9300,  676.0,AUST,Open,Alice Springs Array Site 16
AS17,-23.6644, 133.9917,  615.0,AUST,Open,Alice Springs Array Site 17
AS18,-23.6900, 133.9808,  592.0,AUST,Open,Alice Springs Array Site 18
AS19,-23.7044, 133.9625,  577.0,AUST,Open,Alice Springs Array Site 19
AS31,-23.6651, 133.9053,  627.3,AUST,Open,Alice Springs Array Site 31
ASA, 43.7700, 142.3733,  111.0,JMA,Open,Asahikawa (Asahigawa)
ASAJ, 44.1165, 142.5968,  220.0,JMA,Open,Asahikawa Outpost (Kamias)
ASAL,-32.5911, -68.8349,  972.0,SJA,Reserved,Salagasta
ASAO, 34.5480,  50.0253, 2217.0,THR,Open,Ashtian
ASAR,-23.6664, 133.9044,  607.0,AUST,Open,Alice Springs Array Beam Reference Point
ASAT, 40.6936,  30.7439,  100.0,DDA,Reserved,Asagiarikuru
ASB, 51.3604, 179.2474,    0.0,USGS,Closed,Amchitka
ASBA, 38.7203, -27.3253,  675.0,RUVS,Open,Santa Barbara
