valid(UTC),ACV,BFL,DAG,BIH,BLU,BLH,BUR,CMA,CRQ,NID,CNO,CCR,CEC,FAT,HJO,HHR,HWD,IPL,WJF,NLC,LVK,LGB,CQT,MAE,MYV,MOD,SIY,MRY,MHS,APC,EED,OAK,OKB,ONT,OVE,OXR,PMD,PSP,PRB,RBL,RDD,RAL,SAC,SMF,SNS,SDB,SDM,SAN,MYF,SFO,SJC,SBP,SNA,SBA,SMX,SMO,STS,TVL,SCK,TRM,UKI,VCB,VNY,WVI
2022-01-15 12:53:00,29.957,29.644,28.245,26.164,24.965,29.77,29.327,30.016,29.737,27.918,29.402,30.176,30.172,29.812,29.956,30.037,30.12,30.226,27.784,29.962,29.788,30.052,29.906,29.95,30.156,30.121,27.586,29.887,26.662,30.146,29.281,30.16,30.07,29.161,30.011,30.023,27.591,29.727,29.289,29.862,29.706,29.259,30.18,30.195,30.052,25.62,29.537,30.037,29.623,30.152,30.09,29.88,30.033,30.072,29.83,29.89,30.048,24.075,30.196,30.305,29.538,30.116,29.243,29.99
2022-01-15 12:54:00,29.962,29.641,28.245,26.163,24.961,29.77,29.326,30.019,29.735,27.919,29.399,30.174,30.169,29.812,29.954,30.037,30.121,30.229,27.782,29.962,29.787,30.054,29.906,29.949,30.153,30.119,27.583,29.882,26.659,30.148,29.279,30.16,30.068,29.158,30.012,30.022,27.588,29.731,29.287,29.859,29.7,29.256,30.181,30.195,30.055,25.618,29.537,30.037,29.623,30.153,30.089,29.88,30.031,30.069,29.827,29.894,30.047,24.074,30.193,30.308,29.538,30.113,29.243,29.998
2022-01-15 12:55:00,29.958,29.639,28.246,26.163,24.96,29.773,29.327,30.016,29.734,27.919,29.401,30.174,30.166,29.812,29.951,30.037,30.123,30.23,27.78,29.963,29.788,30.053,29.906,29.95,30.15,30.12,27.58,29.878,26.661,30.146,29.28,30.163,30.067,29.16,30.008,30.02,27.587,29.733,29.287,29.862,29.696,29.258,30.183,30.196,30.051,25.614,29.537,30.038,29.623,30.159,30.095,29.877,30.031,30.068,29.826,29.892,30.049,24.074,30.193,30.311,29.537,30.113,29.243,29.998
2022-01-15 12:56:00,29.959,29.64,28.244,26.162,24.958,29.773,29.327,30.015,29.735,27.919,29.399,30.175,30.169,29.815,29.952,30.04,30.129,30.229,27.78,29.96,29.788,30.053,29.904,29.949,30.15,30.12,27.581,29.879,26.66,30.148,29.278,30.166,30.069,29.159,30.009,30.019,27.587,29.733,29.288,29.864,29.696,29.258,30.179,30.192,30.045,25.612,29.538,30.038,29.625,30.159,30.096,29.876,30.034,30.07,29.83,29.891,30.049,24.073,30.193,30.312,29.539,30.113,29.244,29.99
2022-01-15 12:57:00,29.958,29.642,28.244,26.16,24.957,29.771,29.329,30.016,29.737,27.921,29.399,30.178,30.173,29.814,29.955,30.037,30.13,30.226,27.78,29.964,29.792,30.055,29.906,29.948,30.148,30.119,27.582,29.88,26.653,30.151,29.279,30.163,30.071,29.16,30.013,30.021,27.587,29.729,29.286,29.865,29.699,29.256,30.178,30.192,30.048,25.614,29.536,30.039,29.625,30.151,30.091,29.881,30.037,30.072,29.831,29.892,30.051,24.075,30.191,30.308,29.539,30.112,29.244,29.987
2022-01-15 12:58:00,29.958,29.642,28.247,26.161,24.954,29.772,29.326,30.016,29.737,27.923,29.401,30.181,30.171,29.812,29.955,30.036,30.122,30.227,27.778,29.966,29.793,30.057,29.907,29.944,30.152,30.118,27.578,29.882,26.649,30.153,29.278,30.152,30.071,29.161,30.014,30.021,27.586,29.73,29.285,29.866,29.702,29.255,30.178,30.191,30.049,25.618,29.538,30.039,29.626,30.15,30.084,29.883,30.035,30.071,29.829,29.894,30.052,24.072,30.191,30.307,29.541,30.113,29.241,29.991
2022-01-15 12:59:00,29.957,29.642,28.246,26.162,24.958,29.771,29.326,30.016,29.738,27.921,29.401,30.179,30.172,29.812,29.953,30.037,30.12,30.226,27.779,29.965,29.785,30.054,29.903,29.948,30.152,30.122,27.578,29.885,26.649,30.15,29.28,30.158,30.072,29.164,30.013,30.022,27.588,29.73,29.291,29.867,29.704,29.258,30.178,30.192,30.049,25.611,29.539,30.039,29.625,30.153,30.09,29.882,30.035,30.071,29.831,29.893,30.048,24.076,30.193,30.309,29.541,30.115,29.241,29.991
2022-01-15 13:00:00,29.96,29.642,28.245,26.165,24.96,29.773,29.326,30.017,29.738,27.92,29.399,30.17,30.172,29.815,29.952,30.036,30.124,30.227,27.78,29.963,29.783,30.054,29.904,29.952,30.155,30.125,27.575,29.883,26.65,30.142,29.28,30.159,30.072,29.161,30.011,30.024,27.588,29.729,29.291,29.864,29.704,29.257,30.18,30.193,30.051,25.611,29.536,30.037,29.622,30.152,30.088,29.882,30.034,30.07,29.829,29.895,30.044,24.075,30.197,30.309,29.537,30.118,29.242,29.99
2022-01-15 13:01:00,29.957,29.64,28.244,26.162,24.959,29.777,29.327,30.021,29.736,27.917,29.399,30.174,30.174,29.815,29.949,30.036,30.125,30.228,27.779,29.962,29.786,30.054,29.905,29.954,30.154,30.122,27.573,29.879,26.653,30.145,29.279,30.159,30.069,29.16,30.012,30.02,27.586,29.729,29.289,29.862,29.702,29.256,30.182,30.194,30.05,25.62,29.538,30.039,29.621,30.153,30.088,29.88,30.032,30.063,29.825,29.897,30.049,24.081,30.197,30.308,29.533,30.114,29.242,29.992
2022-01-15 13:02:00,29.956,29.639,28.247,26.162,24.957,29.775,29.326,30.013,29.737,27.92,29.398,30.174,30.179,29.814,29.947,30.04,30.126,30.228,27.779,29.957,29.785,30.053,29.906,29.948,30.146,30.114,27.578,29.885,26.655,30.148,29.274,30.16,30.069,29.159,30.01,30.02,27.585,29.733,29.29,29.861,29.7,29.256,30.185,30.197,30.046,25.623,29.54,30.041,29.624,30.154,30.092,29.877,30.034,30.065,29.828,29.891,30.05,24.08,30.188,30.31,29.537,30.106,29.242,29.991
2022-01-15 13:03:00,29.954,29.642,28.244,26.163,24.957,29.772,29.329,30.014,29.741,27.919,29.397,30.175,30.181,29.809,29.951,30.04,30.127,30.227,27.78,29.956,29.787,30.053,29.91,29.949,30.146,30.118,27.578,29.887,26.654,30.149,29.275,30.161,30.074,29.159,30.014,30.023,27.586,29.732,29.288,29.863,29.699,29.255,30.181,30.191,30.049,25.613,29.539,30.039,29.624,30.154,30.093,29.879,30.036,30.066,29.83,29.891,30.05,24.074,30.19,30.312,29.539,30.111,29.246,29.988
2022-01-15 13:04:00,29.952,29.641,28.245,26.16,24.955,29.771,29.33,30.017,29.739,27.919,29.4,30.175,30.178,29.81,29.957,30.034,30.129,30.23,27.781,29.961,29.787,30.056,29.908,29.947,30.148,30.118,27.58,29.883,26.654,30.149,29.276,30.161,30.073,29.158,30.016,30.021,27.587,29.733,29.286,29.867,29.701,29.255,30.172,30.185,30.052,25.616,29.539,30.04,29.622,30.149,30.089,29.882,30.034,30.067,29.831,29.893,30.051,24.07,30.19,30.312,29.539,30.112,29.244,29.994
2022-01-15 13:05:00,29.952,29.641,28.245,26.156,24.958,29.772,29.324,30.015,29.737,27.92,29.402,30.177,30.178,29.809,29.955,30.036,30.124,30.231,27.781,29.962,29.788,30.055,29.91,29.947,30.149,30.119,27.579,29.883,26.656,30.15,29.28,30.159,30.071,29.161,30.018,30.024,27.587,29.733,29.29,29.867,29.703,29.258,30.177,30.191,30.049,25.621,29.539,30.04,29.624,30.155,30.09,29.884,30.032,30.07,29.832,29.892,30.053,24.074,30.191,30.313,29.538,30.113,29.24,29.992
2022-01-15 13:06:00,29.958,29.641,28.245,26.157,24.959,29.771,29.325,30.018,29.738,27.922,29.401,30.175,30.176,29.81,29.952,30.036,30.128,30.23,27.783,29.957,29.783,30.051,29.908,29.949,30.148,30.12,27.58,29.885,26.654,30.15,29.279,30.165,30.071,29.163,30.02,30.023,27.59,29.732,29.292,29.868,29.703,29.261,30.179,30.193,30.05,25.611,29.537,30.038,29.621,30.155,30.093,29.885,30.034,30.067,29.83,29.896,30.051,24.073,30.192,30.312,29.54,30.113,29.243,29.99
2022-01-15 13:07:00,29.96,29.64,28.243,26.159,24.962,29.772,29.326,30.016,29.735,27.92,29.399,30.172,30.173,29.814,29.954,30.035,30.128,30.229,27.781,29.956,29.786,30.054,29.905,29.95,30.151,30.122,27.58,29.887,26.655,30.143,29.277,30.16,30.069,29.158,30.012,30.023,27.589,29.729,29.292,29.864,29.703,29.258,30.18,30.192,30.052,25.613,29.539,30.041,29.622,30.15,30.088,29.882,30.033,30.067,29.829,29.893,30.051,24.074,30.195,30.31,29.539,30.114,29.243,29.994
2022-01-15 13:08:00,29.958,29.635,28.245,26.163,24.965,29.773,29.326,30.016,29.738,27.921,29.4,30.179,30.175,29.812,29.949,30.039,30.125,30.231,27.777,29.956,29.788,30.053,29.904,29.946,30.153,30.121,27.579,29.887,26.655,30.153,29.274,30.159,30.07,29.159,30.01,30.022,27.585,29.733,29.289,29.859,29.7,29.259,30.179,30.193,30.053,25.619,29.537,30.04,29.622,30.154,30.09,29.881,30.035,30.067,29.829,29.893,30.055,24.076,30.194,30.311,29.535,30.114,29.244,29.993
2022-01-15 13:09:00,29.953,29.635,28.245,26.161,24.959,29.774,29.329,30.017,29.739,27.923,29.401,30.174,30.179,29.809,29.95,30.035,30.129,30.229,27.78,29.954,29.785,30.055,29.904,29.945,30.15,30.119,27.579,29.885,26.656,30.15,29.276,30.164,30.07,29.161,30.015,30.018,27.588,29.735,29.285,29.864,29.697,29.259,30.182,30.196,30.055,25.614,29.537,30.043,29.621,30.156,30.093,29.881,30.036,30.065,29.828,29.893,30.05,24.076,30.192,30.313,29.539,30.111,29.245,29.994
2022-01-15 13:10:00,29.951,29.636,28.243,26.162,24.953,29.777,29.325,30.013,29.739,27.922,29.403,30.172,30.18,29.812,29.954,30.035,30.131,30.227,27.78,29.959,29.787,30.056,29.906,29.951,30.154,30.125,27.577,29.886,26.657,30.147,29.274,30.163,30.07,29.16,30.015,30.02,27.589,29.732,29.287,29.865,29.701,29.258,30.182,30.195,30.055,25.618,29.538,30.044,29.623,30.155,30.094,29.881,30.036,30.065,29.828,29.891,30.048,24.074,30.198,30.313,29.537,30.118,29.244,29.996
2022-01-15 13:11:00,29.95,29.637,28.246,26.161,24.957,29.779,29.326,30.015,29.74,27.922,29.404,30.178,30.177,29.81,29.955,30.034,30.131,30.231,27.781,29.962,29.79,30.054,29.905,29.95,30.153,30.119,27.579,29.883,26.652,30.153,29.274,30.161,30.072,29.164,30.014,30.02,27.588,29.732,29.289,29.866,29.703,29.262,30.179,30.193,30.055,25.612,29.537,30.042,29.622,30.155,30.095,29.884,30.037,30.066,29.829,29.89,30.053,24.077,30.196,30.312,29.538,30.113,29.244,29.992
2022-01-15 13:12:00,29.954,29.642,28.246,26.16,24.958,29.777,29.325,30.018,29.739,27.926,29.403,30.177,30.174,29.809,29.955,30.031,30.131,30.229,27.784,29.962,29.79,30.055,29.902,29.951,30.147,30.119,27.58,29.881,26.651,30.154,29.276,30.161,30.071,29.162,30.015,30.023,27.59,29.732,29.29,29.864,29.705,29.26,30.186,30.2,30.052,25.61,29.536,30.041,29.621,30.15,30.093,29.883,30.035,30.065,29.827,29.891,30.053,24.078,30.192,30.312,29.539,30.11,29.243,29.992
2022-01-15 13:13:00,29.959,29.64,28.242,26.16,24.956,29.776,29.323,30.019,29.738,27.925,29.404,30.176,30.173,29.813,29.949,30.031,30.126,30.229,27.782,29.959,29.789,30.054,29.899,29.953,30.15,30.123,27.576,29.881,26.655,30.152,29.278,30.159,30.07,29.163,30.017,30.022,27.588,29.732,29.289,29.864,29.701,29.261,30.181,30.193,30.049,25.611,29.535,30.039,29.619,30.153,30.09,29.882,30.035,30.062,29.824,29.893,30.052,24.074,30.195,30.311,29.541,30.117,29.241,29.989
2022-01-15 13:14:00,29.957,29.641,28.243,26.167,24.958,29.778,29.322,30.017,29.736,27.922,29.401,30.175,30.172,29.813,29.949,30.031,30.129,30.23,27.782,29.957,29.784,30.052,29.898,29.951,30.152,30.121,27.58,29.882,26.657,30.152,29.277,30.164,30.068,29.161,30.013,30.018,27.589,29.735,29.286,29.865,29.702,29.261,30.178,30.192,30.048,25.612,29.534,30.039,29.618,30.155,30.091,29.879,30.033,30.061,29.822,29.894,30.053,24.076,30.196,30.313,29.539,30.114,29.241,29.987
2022-01-15 13:15:00,29.957,29.639,28.244,26.168,24.96,29.777,29.324,30.013,29.735,27.925,29.399,30.172,30.176,29.813,29.953,30.033,30.132,30.228,27.782,29.959,29.784,30.051,29.898,29.952,30.151,30.123,27.582,29.885,26.659,30.149,29.281,30.164,30.067,29.158,30.012,30.017,27.588,29.733,29.285,29.86,29.702,29.258,30.183,30.198,30.051,25.61,29.534,30.039,29.618,30.152,30.09,29.879,30.033,30.06,29.822,29.891,30.053,24.078,30.198,30.315,29.539,30.114,29.243,29.99
2022-01-15 13:16:00,29.955,29.637,28.244,26.165,24.96,29.774,29.327,30.011,29.734,27.923,29.398,30.177,30.179,29.809,29.956,30.033,30.128,30.231,27.782,29.961,29.787,30.051,29.901,29.951,30.149,30.123,27.583,29.884,26.654,30.155,29.281,30.16,30.067,29.156,30.014,30.017,27.587,29.735,29.283,29.867,29.698,29.256,30.182,30.196,30.054,25.612,29.534,30.04,29.617,30.151,30.09,29.879,30.034,30.06,29.821,29.888,30.055,24.077,30.197,30.314,29.538,30.113,29.243,29.991
2022-01-15 13:17:00,29.956,29.638,28.246,26.167,24.957,29.778,29.326,30.009,29.734,27.924,29.397,30.177,30.178,29.808,29.956,30.03,30.128,30.231,27.781,29.961,29.785,30.053,29.902,29.951,30.149,30.119,27.579,29.88,26.656,30.154,29.282,30.16,30.069,29.155,30.009,30.018,27.587,29.735,29.283,29.864,29.704,29.254,30.182,30.194,30.054,25.614,29.537,30.041,29.62,30.15,30.09,29.878,30.034,30.06,29.821,29.886,30.05,24.075,30.193,30.316,29.539,30.113,29.24,29.992
2022-01-15 13:18:00,29.956,29.641,28.244,26.165,24.962,29.778,29.324,30.01,29.736,27.926,29.398,30.173,30.179,29.811,29.955,30.026,30.127,30.232,27.785,29.958,29.785,30.053,29.904,29.953,30.151,30.119,27.577,29.877,26.656,30.152,29.282,30.161,30.072,29.158,30.011,30.02,27.591,29.734,29.284,29.866,29.703,29.256,30.181,30.193,30.05,25.61,29.537,30.041,29.62,30.152,30.091,29.876,30.034,30.061,29.822,29.885,30.05,24.074,30.196,30.317,29.538,30.116,29.238,29.989
2022-01-15 13:19:00,29.96,29.639,28.246,26.166,24.955,29.777,29.321,30.015,29.735,27.925,29.398,30.171,30.178,29.811,29.951,30.025,30.128,30.231,27.786,29.958,29.786,30.051,29.903,29.949,30.15,30.119,27.576,29.875,26.656,30.149,29.284,30.162,30.07,29.16,30.015,30.023,27.591,29.733,29.284,29.867,29.705,29.258,30.179,30.193,30.048,25.606,29.536,30.039,29.619,30.152,30.09,29.875,30.031,30.058,29.82,29.887,30.051,24.075,30.197,30.316,29.539,30.113,29.234,29.985
2022-01-15 13:20:00,29.961,29.635,28.246,26.167,24.956,29.78,29.319,30.015,29.733,27.926,29.398,30.173,30.178,29.81,29.95,30.025,30.126,30.23,27.783,29.958,29.788,30.047,29.9,29.945,30.146,30.118,27.578,29.874,26.662,30.15,29.283,30.16,30.069,29.16,30.015,30.021,27.59,29.732,29.283,29.865,29.707,29.257,30.184,30.196,30.045,25.606,29.534,30.038,29.617,30.15,30.089,29.873,30.029,30.056,29.82,29.889,30.055,24.077,30.195,30.315,29.54,30.109,29.234,29.983
2022-01-15 13:21:00,29.96,29.634,28.243,26.168,24.961,29.778,29.32,30.012,29.731,27.924,29.394,30.174,30.174,29.81,29.95,30.028,30.124,30.229,27.781,29.959,29.787,30.046,29.902,29.945,30.146,30.12,27.582,29.877,26.66,30.152,29.283,30.157,30.068,29.157,30.013,30.02,27.588,29.731,29.283,29.866,29.702,29.256,30.182,30.193,30.045,25.606,29.534,30.038,29.617,30.147,30.087,29.873,30.029,30.056,29.822,29.888,30.053,24.075,30.195,30.314,29.542,30.109,29.235,29.982
2022-01-15 13:22:00,29.958,29.633,28.243,26.168,24.961,29.781,29.322,30.012,29.731,27.923,29.392,30.173,30.176,29.808,29.949,30.029,30.122,30.227,27.779,29.962,29.786,30.047,29.902,29.946,30.149,30.121,27.582,29.875,26.66,30.149,29.285,30.155,30.067,29.154,30.015,30.017,27.586,29.732,29.28,29.865,29.704,29.253,30.178,30.19,30.049,25.607,29.535,30.039,29.618,30.145,30.085,29.874,30.032,30.054,29.821,29.888,30.047,24.072,30.196,30.312,29.541,30.112,29.238,29.982
2022-01-15 13:23:00,29.957,29.634,28.244,26.166,24.96,29.781,29.323,30.008,29.731,27.923,29.392,30.169,30.18,29.81,29.95,30.031,30.119,30.229,27.78,29.962,29.783,30.051,29.902,29.949,30.151,30.121,27.581,29.878,26.661,30.144,29.284,30.152,30.067,29.152,30.015,30.017,27.586,29.733,29.282,29.865,29.703,29.251,30.179,30.191,30.047,25.608,29.538,30.04,29.62,30.146,30.085,29.871,30.033,30.059,29.824,29.884,30.043,24.072,30.198,30.312,29.538,30.11,29.237,29.985
2022-01-15 13:24:00,29.958,29.634,28.245,26.163,24.961,29.781,29.322,30.012,29.734,27.925,29.395,30.167,30.18,29.808,29.95,30.03,30.119,30.229,27.781,29.961,29.781,30.049,29.904,29.95,30.149,30.12,27.58,29.878,26.659,30.143,29.285,30.151,30.069,29.154,30.016,30.019,27.588,29.733,29.281,29.868,29.704,29.252,30.18,30.195,30.047,25.604,29.535,30.038,29.62,30.15,30.088,29.873,30.035,30.059,29.824,29.884,30.042,24.075,30.197,30.313,29.535,30.109,29.238,29.983
2022-01-15 13:25:00,29.959,29.634,28.247,26.164,24.959,29.782,29.321,30.013,29.732,27.925,29.395,30.166,30.179,29.805,29.951,30.027,30.123,30.23,27.783,29.959,29.781,30.052,29.904,29.948,30.145,30.117,27.579,29.875,26.658,30.139,29.287,30.153,30.067,29.156,30.014,30.021,27.59,29.733,29.279,29.868,29.707,29.254,30.18,30.195,30.05,25.605,29.534,30.039,29.618,30.145,30.087,29.873,30.034,30.058,29.824,29.886,30.043,24.074,30.196,30.313,29.535,30.108,29.235,29.987
2022-01-15 13:26:00,29.96,29.633,28.244,26.164,24.963,29.781,29.316,30.013,29.732,27.923,29.397,30.168,30.178,29.803,29.952,30.029,30.121,30.229,27.782,29.961,29.784,30.05,29.905,29.944,30.144,30.115,27.58,29.876,26.659,30.141,29.285,30.154,30.066,29.158,30.012,30.023,27.589,29.732,29.283,29.867,29.707,29.254,30.179,30.194,30.047,25.607,29.536,30.04,29.62,30.148,30.087,29.877,30.034,30.056,29.829,29.886,30.048,24.073,30.193,30.312,29.533,30.104,29.232,29.984
2022-01-15 13:27:00,29.957,29.631,28.243,26.163,24.96,29.78,29.319,30.016,29.734,27.921,29.394,30.17,30.179,29.802,29.949,30.029,30.124,30.228,27.781,29.958,29.782,30.048,29.904,29.944,30.14,30.115,27.579,29.874,26.661,30.145,29.287,30.158,30.068,29.156,30.016,30.021,27.59,29.732,29.286,29.865,29.705,29.255,30.177,30.192,30.049,25.603,29.536,30.041,29.619,30.145,30.088,29.88,30.036,30.055,29.832,29.889,30.046,24.072,30.191,30.311,29.537,30.103,29.235,29.983
2022-01-15 13:28:00,29.957,29.63,28.241,26.16,24.956,29.78,29.32,30.013,29.734,27.919,29.393,30.167,30.179,29.804,29.95,30.029,30.12,30.228,27.78,29.958,29.784,30.05,29.904,29.946,30.142,30.116,27.582,29.874,26.663,30.14,29.286,30.153,30.067,29.151,30.017,30.021,27.588,29.732,29.288,29.867,29.702,29.252,30.174,30.188,30.049,25.604,29.54,30.043,29.622,30.143,30.084,29.882,30.035,30.058,29.834,29.888,30.045,24.07,30.191,30.31,29.534,30.106,29.234,29.984
2022-01-15 13:29:00,29.956,29.629,28.24,26.159,24.958,29.78,29.321,30.016,29.737,27.919,29.394,30.171,30.179,29.807,29.945,30.031,30.118,30.229,27.778,29.957,29.783,30.05,29.906,29.946,30.147,30.118,27.582,29.876,26.661,30.144,29.285,30.152,30.07,29.152,30.016,30.023,27.584,29.733,29.289,29.866,29.704,29.253,30.172,30.187,30.048,25.605,29.541,30.044,29.622,30.144,30.085,29.883,30.037,30.06,29.833,29.89,30.044,24.069,30.195,30.309,29.534,30.109,29.236,29.982
2022-01-15 13:30:00,29.957,29.634,28.243,26.161,24.96,29.782,29.323,30.016,29.737,27.921,29.393,30.166,30.178,29.805,29.947,30.031,30.119,30.229,27.78,29.955,29.78,30.053,29.906,29.943,30.144,30.116,27.58,29.879,26.659,30.138,29.285,30.155,30.07,29.153,30.012,30.024,27.587,29.735,29.287,29.865,29.703,29.253,30.174,30.19,30.05,25.609,29.543,30.044,29.623,30.145,30.087,29.879,30.036,30.063,29.83,29.89,30.041,24.071,30.191,30.313,29.534,30.107,29.236,29.984
2022-01-15 13:31:00,29.959,29.633,28.244,26.163,24.961,29.782,29.322,30.017,29.739,27.924,29.396,30.166,30.178,29.805,29.947,30.033,30.12,30.229,27.781,29.957,29.782,30.053,29.907,29.945,30.147,30.121,27.578,29.882,26.656,30.136,29.283,30.154,30.07,29.154,30.011,30.027,27.587,29.734,29.285,29.863,29.703,29.253,30.177,30.191,30.053,25.602,29.543,30.043,29.623,30.148,30.087,29.88,30.037,30.064,29.83,29.89,30.043,24.069,30.196,30.312,29.532,30.11,29.237,29.987
2022-01-15 13:32:00,29.957,29.631,28.244,26.164,24.959,29.781,29.323,30.02,29.738,27.922,29.397,30.169,30.176,29.802,29.949,30.032,30.122,30.23,27.784,29.96,29.783,30.054,29.909,29.939,30.143,30.117,27.577,29.882,26.658,30.14,29.282,30.158,30.07,29.156,30.008,30.027,27.589,29.735,29.282,29.862,29.703,29.256,30.175,30.191,30.057,25.605,29.543,30.043,29.623,30.149,30.091,29.882,30.037,30.064,29.831,29.893,30.046,24.072,30.193,30.311,29.533,30.104,29.238,29.989
2022-01-15 13:33:00,29.956,29.632,28.245,26.164,24.957,29.779,29.322,30.02,29.737,27.921,29.398,30.167,30.176,29.802,29.953,30.034,30.126,30.228,27.784,29.962,29.784,30.055,29.911,29.943,30.141,30.119,27.578,29.882,26.657,30.141,29.283,30.158,30.07,29.156,30.01,30.028,27.589,29.735,29.287,29.859,29.702,29.255,30.179,30.192,30.056,25.608,29.545,30.046,29.626,30.148,30.09,29.886,30.036,30.064,29.834,29.893,30.046,24.074,30.193,30.312,29.534,30.103,29.237,29.991
2022-01-15 13:34:00,29.953,29.634,28.24,26.163,24.954,29.779,29.323,30.02,29.741,27.918,29.399,30.171,30.176,29.806,29.953,30.036,30.125,30.229,27.783,29.963,29.788,30.055,29.913,29.945,30.142,30.12,27.578,29.885,26.658,30.146,29.285,30.157,30.073,29.157,30.014,30.029,27.589,29.735,29.293,29.86,29.7,29.257,30.173,30.187,30.054,25.607,29.547,30.046,29.628,30.151,30.091,29.889,30.04,30.065,29.838,29.894,30.049,24.07,30.194,30.311,29.534,30.106,29.24,29.99
2022-01-15 13:35:00,29.949,29.636,28.24,26.163,24.953,29.779,29.326,30.02,29.741,27.917,29.398,30.17,30.172,29.808,29.953,30.036,30.126,30.23,27.784,29.961,29.787,30.058,29.914,29.944,30.144,30.118,27.579,29.885,26.657,30.146,29.285,30.157,30.073,29.156,30.012,30.031,27.589,29.738,29.295,29.859,29.701,29.258,30.171,30.186,30.057,25.612,29.548,30.047,29.629,30.152,30.091,29.891,30.039,30.066,29.838,29.895,30.047,24.071,30.192,30.313,29.535,30.106,29.242,29.993
2022-01-15 13:36:00,29.95,29.637,28.242,26.161,24.956,29.78,29.326,30.021,29.742,27.923,29.4,30.172,30.172,29.809,29.952,30.036,30.126,30.233,27.785,29.96,29.79,30.057,29.91,29.946,30.145,30.122,27.577,29.888,26.656,30.147,29.287,30.159,30.075,29.157,30.011,30.031,27.588,29.738,29.292,29.857,29.7,29.258,30.173,30.188,30.057,25.608,29.548,30.046,29.63,30.155,30.093,29.889,30.039,30.069,29.839,29.895,30.048,24.07,30.195,30.313,29.535,30.11,29.243,29.995
2022-01-15 13:37:00,29.952,29.637,28.242,26.159,24.958,29.779,29.326,30.023,29.742,27.923,29.4,30.172,30.169,29.808,29.951,30.039,30.129,30.234,27.787,29.959,29.79,30.057,29.91,29.944,30.148,30.123,27.578,29.891,26.654,30.147,29.285,30.162,30.075,29.159,30.01,30.033,27.591,29.739,29.292,29.859,29.697,29.261,30.173,30.188,30.058,25.612,29.545,30.045,29.63,30.159,30.098,29.888,30.039,30.069,29.84,29.897,30.051,24.07,30.195,30.315,29.538,30.11,29.244,29.995
2022-01-15 13:38:00,29.953,29.637,28.245,26.16,24.957,29.783,29.327,30.024,29.742,27.924,29.401,30.172,30.166,29.807,29.955,30.041,30.132,30.233,27.791,29.961,29.792,30.057,29.908,29.944,30.148,30.125,27.575,29.891,26.654,30.145,29.284,30.162,30.074,29.158,30.007,30.033,27.593,29.737,29.292,29.856,29.699,29.26,30.177,30.192,30.061,25.607,29.544,30.046,29.629,30.156,30.1,29.889,30.04,30.067,29.84,29.898,30.055,24.074,30.196,30.314,29.541,30.111,29.245,29.998
2022-01-15 13:39:00,29.955,29.636,28.245,26.159,24.959,29.781,29.328,30.024,29.743,27.923,29.401,30.176,30.169,29.808,29.959,30.045,30.131,30.234,27.792,29.967,29.795,30.059,29.91,29.946,30.15,30.125,27.576,29.892,26.655,30.148,29.284,30.162,30.074,29.157,30.009,30.031,27.594,29.739,29.294,29.855,29.695,29.258,30.178,30.191,30.061,25.61,29.545,30.048,29.632,30.157,30.099,29.889,30.042,30.068,29.843,29.897,30.059,24.077,30.197,30.313,29.541,30.111,29.245,30.0
2022-01-15 13:40:00,29.955,29.638,28.246,26.157,24.953,29.781,29.331,30.023,29.744,27.923,29.402,30.177,30.168,29.809,29.962,30.046,30.132,30.234,27.791,29.967,29.796,30.06,29.913,29.947,30.151,30.124,27.578,29.893,26.652,30.152,29.286,30.166,30.074,29.158,30.011,30.033,27.594,29.741,29.298,29.857,29.694,29.258,30.179,30.192,30.06,25.61,29.546,30.049,29.633,30.159,30.101,29.892,30.046,30.068,29.842,29.895,30.058,24.079,30.196,30.316,29.543,30.112,29.247,29.999
2022-01-15 13:41:00,29.955,29.642,28.244,26.16,24.953,29.782,29.333,30.022,29.746,27.927,29.404,30.176,30.168,29.812,29.962,30.043,30.133,30.235,27.79,29.967,29.796,30.063,29.912,29.951,30.155,30.126,27.576,29.889,26.653,30.151,29.287,30.166,30.077,29.159,30.011,30.033,27.594,29.74,29.295,29.856,29.696,29.258,30.18,30.193,30.061,25.615,29.548,30.049,29.633,30.16,30.099,29.888,30.046,30.07,29.841,29.894,30.057,24.078,30.199,30.317,29.544,30.116,29.248,30.001
2022-01-15 13:42:00,29.956,29.645,28.244,26.162,24.955,29.783,29.332,30.023,29.747,27.928,29.406,30.178,30.168,29.814,29.96,30.043,30.131,30.237,27.791,29.967,29.798,30.063,29.91,29.951,30.158,30.127,27.576,29.888,26.65,30.152,29.287,30.165,30.077,29.161,30.013,30.035,27.594,29.74,29.294,29.859,29.694,29.261,30.18,30.195,30.056,25.62,29.549,30.047,29.634,30.162,30.1,29.886,30.043,30.07,29.837,29.895,30.058,24.079,30.2,30.319,29.543,30.118,29.245,30.001
2022-01-15 13:43:00,29.958,29.646,28.248,26.163,24.955,29.784,29.331,30.025,29.747,27.931,29.406,30.179,30.168,29.812,29.96,30.042,30.132,30.239,27.794,29.967,29.797,30.059,29.907,29.95,30.158,30.128,27.573,29.885,26.647,30.152,29.289,30.169,30.077,29.163,30.014,30.034,27.594,29.74,29.29,29.859,29.697,29.263,30.184,30.198,30.057,25.607,29.545,30.044,29.632,30.16,30.102,29.884,30.042,30.068,29.833,29.897,30.058,24.081,30.201,30.32,29.545,30.116,29.245,29.999
