valid(UTC),ACV,BFL,DAG,BIH,BLU,BLH,BUR,CMA,CRQ,NID,CNO,CCR,CEC,FAT,HJO,HHR,HWD,IPL,WJF,NLC,LVK,LGB,CQT,MAE,MYV,MOD,SIY,MRY,MHS,APC,EED,OAK,OKB,ONT,OVE,OXR,PMD,PSP,PRB,RBL,RDD,RAL,SAC,SMF,SNS,SDB,SDM,SAN,MYF,SFO,SJC,SBP,SNA,SBA,SMX,SMO,STS,TVL,SCK,TRM,UKI,VCB,VNY,WVI
2022-01-15 10:54:00,29.975,29.667,28.242,26.177,24.98,29.764,29.336,30.023,29.744,27.912,29.41,30.178,30.183,29.823,29.966,30.049,30.125,30.219,27.779,29.974,29.794,30.066,29.914,29.957,30.171,30.129,27.585,29.889,26.668,30.159,29.272,30.165,30.073,29.161,30.033,30.027,27.587,29.723,29.297,29.876,29.71,29.266,30.194,30.215,30.053,25.631,29.538,30.039,29.622,30.154,30.091,29.892,30.04,30.065,29.836,29.905,30.054,24.091,30.205,30.302,29.544,30.119,29.25,29.998
2022-01-15 10:55:00,29.975,29.667,28.241,26.181,24.98,29.764,29.336,30.024,29.743,27.912,29.41,30.178,30.183,29.823,29.965,30.049,30.126,30.219,27.779,29.974,29.794,30.066,29.914,29.957,30.171,30.133,27.585,29.89,26.669,30.16,29.271,30.164,30.072,29.16,30.033,30.028,27.586,29.723,29.297,29.876,29.71,29.267,30.193,30.215,30.05,25.629,29.538,30.039,29.622,30.154,30.091,29.893,30.04,30.065,29.836,29.906,30.053,24.091,30.205,30.302,29.543,30.119,29.25,29.998
2022-01-15 10:56:00,29.975,29.667,28.241,26.181,24.98,29.764,29.336,30.024,29.743,27.912,29.409,30.178,30.183,29.822,29.965,30.049,30.126,30.219,27.78,29.973,29.793,30.067,29.914,29.958,30.171,30.133,27.585,29.889,26.669,30.16,29.27,30.164,30.071,29.16,30.032,30.028,27.586,29.723,29.298,29.876,29.71,29.266,30.193,30.215,30.05,25.632,29.538,30.039,29.623,30.154,30.092,29.893,30.04,30.066,29.836,29.906,30.053,24.09,30.206,30.301,29.543,30.119,29.25,29.997
2022-01-15 10:57:00,29.975,29.667,28.241,26.181,24.98,29.764,29.336,30.025,29.743,27.912,29.409,30.178,30.183,29.82,29.965,30.049,30.126,30.218,27.78,29.973,29.792,30.068,29.915,29.959,30.171,30.131,27.585,29.89,26.669,30.159,29.27,30.164,30.071,29.159,30.032,30.029,27.586,29.723,29.301,29.876,29.71,29.266,30.192,30.215,30.05,25.625,29.537,30.039,29.623,30.155,30.091,29.895,30.04,30.066,29.836,29.906,30.053,24.09,30.206,30.3,29.543,30.12,29.25,29.996
2022-01-15 10:58:00,29.974,29.667,28.241,26.18,24.98,29.764,29.335,30.025,29.742,27.913,29.408,30.179,30.184,29.82,29.964,30.05,30.126,30.218,27.78,29.972,29.792,30.068,29.915,29.959,30.171,30.13,27.585,29.89,26.669,30.159,29.269,30.164,30.071,29.159,30.032,30.029,27.585,29.723,29.301,29.876,29.711,29.265,30.192,30.215,30.052,25.625,29.537,30.04,29.624,30.155,30.091,29.894,30.04,30.067,29.836,29.905,30.053,24.09,30.206,30.301,29.544,30.121,29.25,29.996
2022-01-15 10:59:00,29.974,29.666,28.24,26.179,24.98,29.764,29.336,30.025,29.742,27.913,29.408,30.179,30.184,29.821,29.964,30.049,30.127,30.217,27.78,29.972,29.792,30.067,29.916,29.959,30.171,30.131,27.585,29.889,26.669,30.158,29.269,30.165,30.071,29.159,30.032,30.03,27.585,29.723,29.297,29.877,29.71,29.266,30.192,30.215,30.053,25.634,29.537,30.039,29.624,30.155,30.09,29.891,30.04,30.067,29.836,29.905,30.052,24.09,30.206,30.301,29.544,30.121,29.251,29.996
2022-01-15 11:00:00,29.973,29.665,28.239,26.176,24.98,29.764,29.336,30.025,29.742,27.913,29.408,30.179,30.184,29.821,29.964,30.048,30.127,30.217,27.779,29.973,29.792,30.066,29.916,29.959,30.171,30.133,27.585,29.889,26.668,30.16,29.268,30.165,30.07,29.159,30.031,30.03,27.585,29.723,29.297,29.877,29.711,29.266,30.192,30.215,30.053,25.63,29.537,30.039,29.624,30.155,30.091,29.891,30.04,30.067,29.836,29.905,30.052,24.09,30.206,30.302,29.545,30.122,29.251,29.996
2022-01-15 11:01:00,29.973,29.664,28.239,26.175,24.98,29.764,29.336,30.025,29.742,27.913,29.408,30.179,30.183,29.822,29.963,30.049,30.128,30.217,27.779,29.973,29.792,30.066,29.916,29.958,30.171,30.134,27.585,29.89,26.668,30.162,29.268,30.166,30.069,29.16,30.032,30.03,27.584,29.723,29.298,29.877,29.71,29.266,30.192,30.214,30.053,25.624,29.537,30.038,29.624,30.156,30.092,29.892,30.04,30.067,29.836,29.906,30.052,24.09,30.207,30.302,29.544,30.123,29.251,29.996
2022-01-15 11:02:00,29.974,29.664,28.239,26.175,24.98,29.764,29.337,30.025,29.741,27.913,29.408,30.179,30.183,29.822,29.964,30.049,30.129,30.218,27.78,29.973,29.793,30.066,29.918,29.958,30.171,30.133,27.585,29.89,26.667,30.16,29.267,30.165,30.069,29.16,30.032,30.028,27.584,29.724,29.3,29.877,29.71,29.265,30.192,30.213,30.052,25.631,29.536,30.039,29.625,30.156,30.093,29.893,30.041,30.068,29.835,29.907,30.052,24.089,30.207,30.303,29.543,30.123,29.251,29.996
2022-01-15 11:03:00,29.974,29.663,28.239,26.175,24.981,29.765,29.337,30.025,29.741,27.913,29.409,30.18,30.183,29.821,29.965,30.049,30.129,30.217,27.78,29.973,29.794,30.066,29.919,29.959,30.172,30.132,27.585,29.889,26.667,30.159,29.268,30.163,30.07,29.16,30.033,30.03,27.584,29.723,29.301,29.877,29.71,29.265,30.193,30.213,30.052,25.634,29.535,30.039,29.625,30.155,30.093,29.891,30.041,30.068,29.835,29.907,30.052,24.089,30.207,30.303,29.544,30.123,29.251,29.995
2022-01-15 11:04:00,29.974,29.662,28.24,26.175,24.98,29.766,29.337,30.024,29.741,27.913,29.409,30.18,30.183,29.82,29.966,30.049,30.13,30.217,27.78,29.974,29.794,30.066,29.92,29.958,30.172,30.132,27.585,29.889,26.666,30.158,29.267,30.163,30.072,29.16,30.034,30.03,27.583,29.723,29.302,29.876,29.711,29.265,30.193,30.212,30.052,25.63,29.535,30.04,29.624,30.155,30.093,29.891,30.041,30.069,29.834,29.907,30.052,24.088,30.206,30.302,29.545,30.123,29.251,29.995
2022-01-15 11:05:00,29.973,29.659,28.239,26.174,24.98,29.766,29.337,30.025,29.742,27.912,29.409,30.18,30.183,29.819,29.967,30.048,30.13,30.217,27.78,29.974,29.794,30.067,29.919,29.958,30.172,30.133,27.585,29.888,26.666,30.159,29.267,30.166,30.072,29.16,30.034,30.031,27.583,29.723,29.302,29.876,29.711,29.265,30.192,30.212,30.052,25.628,29.534,30.04,29.624,30.155,30.092,29.891,30.041,30.069,29.835,29.908,30.052,24.088,30.205,30.301,29.545,30.123,29.251,29.996
2022-01-15 11:06:00,29.973,29.657,28.239,26.174,24.979,29.765,29.338,30.025,29.742,27.912,29.409,30.18,30.183,29.82,29.968,30.048,30.131,30.217,27.78,29.973,29.795,30.067,29.919,29.958,30.172,30.134,27.584,29.889,26.665,30.156,29.269,30.166,30.071,29.159,30.034,30.031,27.583,29.724,29.301,29.876,29.711,29.265,30.191,30.211,30.053,25.631,29.534,30.04,29.624,30.155,30.092,29.89,30.04,30.069,29.835,29.907,30.051,24.088,30.205,30.301,29.546,30.123,29.251,29.996
2022-01-15 11:07:00,29.973,29.657,28.239,26.173,24.979,29.765,29.337,30.026,29.742,27.912,29.409,30.181,30.182,29.82,29.968,30.048,30.131,30.217,27.78,29.973,29.794,30.068,29.919,29.958,30.172,30.133,27.584,29.888,26.665,30.157,29.27,30.166,30.07,29.16,30.034,30.03,27.583,29.724,29.302,29.876,29.711,29.265,30.191,30.211,30.054,25.628,29.534,30.039,29.624,30.155,30.092,29.889,30.04,30.069,29.835,29.906,30.051,24.088,30.206,30.3,29.546,30.122,29.251,29.993
2022-01-15 11:08:00,29.973,29.66,28.239,26.173,24.98,29.765,29.337,30.026,29.741,27.913,29.41,30.181,30.181,29.821,29.969,30.048,30.131,30.217,27.779,29.973,29.794,30.067,29.919,29.958,30.172,30.132,27.584,29.888,26.665,30.157,29.271,30.166,30.069,29.159,30.034,30.031,27.583,29.724,29.302,29.876,29.712,29.266,30.191,30.211,30.054,25.631,29.533,30.039,29.624,30.155,30.093,29.89,30.039,30.07,29.836,29.906,30.051,24.088,30.206,30.3,29.546,30.121,29.251,29.994
2022-01-15 11:09:00,29.973,29.663,28.24,26.174,24.98,29.765,29.336,30.025,29.74,27.913,29.41,30.181,30.181,29.82,29.969,30.048,30.131,30.216,27.78,29.973,29.794,30.066,29.919,29.958,30.172,30.133,27.584,29.887,26.664,30.157,29.272,30.166,30.069,29.16,30.034,30.031,27.583,29.724,29.302,29.876,29.712,29.266,30.19,30.211,30.055,25.637,29.533,30.038,29.624,30.155,30.093,29.89,30.038,30.07,29.836,29.905,30.051,24.088,30.206,30.3,29.546,30.121,29.251,29.996
2022-01-15 11:10:00,29.973,29.665,28.24,26.176,24.98,29.766,29.336,30.026,29.74,27.913,29.409,30.181,30.18,29.819,29.969,30.048,30.13,30.216,27.78,29.974,29.795,30.066,29.921,29.959,30.171,30.133,27.585,29.886,26.664,30.156,29.273,30.167,30.07,29.16,30.033,30.031,27.584,29.724,29.301,29.876,29.712,29.267,30.19,30.21,30.054,25.634,29.533,30.037,29.624,30.155,30.093,29.888,30.038,30.071,29.835,29.906,30.051,24.088,30.206,30.3,29.545,30.121,29.251,29.995
2022-01-15 11:11:00,29.972,29.666,28.241,26.177,24.98,29.765,29.336,30.026,29.742,27.913,29.409,30.181,30.18,29.818,29.969,30.047,30.13,30.216,27.78,29.974,29.795,30.066,29.92,29.959,30.171,30.134,27.586,29.886,26.664,30.157,29.273,30.167,30.069,29.16,30.032,30.029,27.583,29.724,29.3,29.876,29.712,29.267,30.191,30.21,30.054,25.63,29.534,30.036,29.625,30.156,30.093,29.888,30.037,30.071,29.836,29.906,30.051,24.088,30.206,30.3,29.545,30.121,29.251,29.991
2022-01-15 11:12:00,29.972,29.666,28.241,26.177,24.98,29.765,29.335,30.026,29.743,27.913,29.409,30.182,30.18,29.819,29.971,30.047,30.13,30.217,27.779,29.974,29.795,30.065,29.919,29.958,30.17,30.133,27.586,29.886,26.662,30.155,29.274,30.168,30.069,29.159,30.031,30.031,27.583,29.723,29.299,29.876,29.712,29.266,30.192,30.21,30.054,25.629,29.534,30.035,29.625,30.156,30.092,29.889,30.037,30.071,29.835,29.906,30.051,24.088,30.206,30.299,29.546,30.121,29.251,29.991
2022-01-15 11:13:00,29.973,29.666,28.24,26.176,24.98,29.766,29.336,30.026,29.742,27.913,29.408,30.182,30.181,29.82,29.972,30.046,30.13,30.216,27.78,29.975,29.796,30.066,29.919,29.958,30.17,30.131,27.586,29.885,26.662,30.155,29.274,30.169,30.069,29.159,30.031,30.033,27.584,29.723,29.3,29.876,29.712,29.265,30.192,30.211,30.053,25.626,29.535,30.034,29.625,30.157,30.091,29.89,30.036,30.071,29.834,29.906,30.052,24.088,30.207,30.299,29.546,30.121,29.252,29.993
2022-01-15 11:14:00,29.973,29.666,28.24,26.176,24.979,29.766,29.336,30.027,29.741,27.913,29.409,30.183,30.181,29.819,29.973,30.045,30.13,30.217,27.78,29.976,29.797,30.066,29.919,29.958,30.169,30.131,27.587,29.884,26.662,30.155,29.273,30.168,30.069,29.16,30.032,30.034,27.584,29.724,29.303,29.876,29.713,29.265,30.192,30.211,30.053,25.623,29.535,30.033,29.625,30.157,30.089,29.89,30.036,30.07,29.834,29.905,30.052,24.088,30.207,30.298,29.547,30.121,29.251,29.993
2022-01-15 11:15:00,29.973,29.666,28.241,26.173,24.979,29.766,29.336,30.026,29.741,27.913,29.408,30.182,30.182,29.817,29.972,30.044,30.13,30.217,27.782,29.976,29.797,30.065,29.92,29.959,30.169,30.132,27.587,29.886,26.661,30.155,29.274,30.167,30.069,29.16,30.032,30.033,27.584,29.725,29.302,29.876,29.713,29.266,30.191,30.212,30.052,25.631,29.535,30.032,29.624,30.158,30.089,29.89,30.036,30.069,29.834,29.905,30.051,24.088,30.206,30.298,29.547,30.121,29.252,29.992
2022-01-15 11:16:00,29.973,29.666,28.241,26.172,24.979,29.766,29.337,30.026,29.741,27.913,29.408,30.183,30.181,29.816,29.971,30.043,30.13,30.216,27.783,29.976,29.796,30.065,29.919,29.961,30.169,30.133,27.588,29.886,26.661,30.154,29.274,30.166,30.068,29.159,30.032,30.033,27.585,29.725,29.302,29.876,29.713,29.265,30.191,30.212,30.052,25.63,29.535,30.033,29.623,30.158,30.09,29.889,30.035,30.069,29.834,29.905,30.051,24.088,30.207,30.298,29.546,30.12,29.252,29.991
2022-01-15 11:17:00,29.973,29.664,28.241,26.171,24.979,29.766,29.337,30.026,29.742,27.912,29.409,30.183,30.181,29.816,29.97,30.042,30.13,30.216,27.782,29.975,29.795,30.066,29.918,29.961,30.169,30.133,27.589,29.886,26.661,30.154,29.273,30.169,30.068,29.16,30.032,30.033,27.585,29.726,29.302,29.876,29.713,29.264,30.19,30.212,30.05,25.632,29.536,30.033,29.624,30.158,30.09,29.889,30.035,30.07,29.834,29.905,30.049,24.088,30.208,30.298,29.545,30.12,29.252,29.992
2022-01-15 11:18:00,29.974,29.663,28.241,26.171,24.979,29.765,29.337,30.028,29.743,27.911,29.408,30.183,30.181,29.816,29.969,30.042,30.129,30.216,27.782,29.973,29.795,30.065,29.918,29.96,30.169,30.133,27.589,29.886,26.662,30.154,29.273,30.169,30.069,29.16,30.032,30.033,27.585,29.726,29.3,29.876,29.714,29.262,30.19,30.212,30.05,25.629,29.536,30.033,29.623,30.158,30.091,29.89,30.036,30.07,29.834,29.905,30.05,24.087,30.209,30.299,29.546,30.12,29.252,29.991
2022-01-15 11:19:00,29.974,29.662,28.24,26.171,24.98,29.764,29.337,30.027,29.742,27.911,29.408,30.183,30.181,29.817,29.97,30.043,30.13,30.216,27.781,29.972,29.794,30.065,29.918,29.957,30.168,30.132,27.589,29.886,26.663,30.154,29.272,30.169,30.069,29.16,30.032,30.031,27.585,29.726,29.301,29.875,29.714,29.263,30.19,30.212,30.05,25.631,29.536,30.034,29.623,30.158,30.091,29.889,30.035,30.071,29.834,29.905,30.05,24.087,30.208,30.298,29.546,30.12,29.252,29.991
2022-01-15 11:20:00,29.974,29.662,28.24,26.171,24.98,29.764,29.337,30.025,29.742,27.912,29.409,30.183,30.181,29.818,29.972,30.043,30.13,30.216,27.781,29.972,29.794,30.065,29.918,29.956,30.168,30.133,27.589,29.886,26.663,30.154,29.272,30.169,30.07,29.158,30.031,30.032,27.585,29.726,29.301,29.876,29.714,29.263,30.189,30.211,30.049,25.633,29.536,30.034,29.622,30.159,30.091,29.889,30.035,30.072,29.835,29.904,30.05,24.087,30.208,30.298,29.546,30.121,29.252,29.991
2022-01-15 11:21:00,29.974,29.662,28.24,26.171,24.98,29.764,29.337,30.026,29.743,27.912,29.41,30.184,30.18,29.819,29.973,30.043,30.129,30.216,27.782,29.972,29.795,30.065,29.917,29.955,30.168,30.133,27.589,29.886,26.663,30.156,29.271,30.168,30.07,29.159,30.031,30.034,27.586,29.725,29.302,29.876,29.715,29.264,30.189,30.21,30.048,25.628,29.535,30.034,29.622,30.159,30.091,29.891,30.035,30.073,29.835,29.904,30.05,24.087,30.209,30.298,29.546,30.121,29.252,29.993
2022-01-15 11:22:00,29.974,29.66,28.241,26.171,24.979,29.764,29.337,30.026,29.743,27.913,29.41,30.184,30.179,29.819,29.973,30.043,30.129,30.216,27.782,29.972,29.795,30.065,29.916,29.955,30.168,30.134,27.588,29.886,26.663,30.156,29.271,30.168,30.07,29.16,30.031,30.033,27.585,29.726,29.303,29.876,29.715,29.263,30.19,30.21,30.047,25.626,29.535,30.033,29.621,30.159,30.091,29.891,30.034,30.073,29.836,29.904,30.05,24.087,30.211,30.298,29.545,30.121,29.252,29.993
2022-01-15 11:23:00,29.974,29.658,28.242,26.171,24.979,29.764,29.336,30.026,29.744,27.913,29.41,30.184,30.179,29.819,29.971,30.044,30.128,30.217,27.783,29.972,29.795,30.066,29.915,29.955,30.169,30.132,27.588,29.886,26.664,30.155,29.27,30.168,30.07,29.161,30.031,30.032,27.585,29.725,29.304,29.876,29.715,29.264,30.19,30.209,30.046,25.63,29.536,30.033,29.621,30.159,30.09,29.89,30.035,30.073,29.837,29.903,30.051,24.086,30.211,30.298,29.544,30.121,29.252,29.992
2022-01-15 11:24:00,29.973,29.658,28.242,26.171,24.979,29.765,29.337,30.026,29.743,27.912,29.411,30.183,30.179,29.819,29.97,30.044,30.128,30.217,27.783,29.972,29.796,30.066,29.915,29.956,30.169,30.131,27.588,29.887,26.664,30.156,29.271,30.168,30.07,29.162,30.032,30.033,27.585,29.725,29.302,29.877,29.714,29.263,30.19,30.209,30.047,25.63,29.537,30.033,29.62,30.159,30.089,29.89,30.036,30.072,29.837,29.902,30.05,24.086,30.209,30.298,29.544,30.121,29.252,29.991
2022-01-15 11:25:00,29.973,29.659,28.242,26.174,24.979,29.765,29.337,30.027,29.742,27.911,29.411,30.183,30.178,29.82,29.97,30.044,30.128,30.218,27.784,29.971,29.796,30.066,29.916,29.957,30.168,30.131,27.588,29.888,26.664,30.154,29.27,30.168,30.071,29.162,30.033,30.031,27.585,29.724,29.299,29.877,29.713,29.263,30.191,30.209,30.046,25.621,29.537,30.034,29.62,30.159,30.089,29.89,30.036,30.072,29.837,29.902,30.05,24.086,30.207,30.298,29.545,30.12,29.252,29.991
2022-01-15 11:26:00,29.973,29.66,28.241,26.175,24.979,29.765,29.337,30.027,29.742,27.911,29.411,30.182,30.178,29.818,29.971,30.045,30.127,30.218,27.784,29.971,29.796,30.065,29.916,29.957,30.167,30.132,27.588,29.888,26.664,30.157,29.271,30.168,30.072,29.162,30.033,30.032,27.586,29.724,29.301,29.877,29.713,29.264,30.19,30.209,30.046,25.629,29.536,30.035,29.62,30.158,30.09,29.889,30.036,30.072,29.838,29.902,30.051,24.086,30.207,30.297,29.545,30.12,29.252,29.991
2022-01-15 11:27:00,29.972,29.66,28.241,26.175,24.979,29.765,29.337,30.028,29.743,27.91,29.412,30.183,30.178,29.816,29.973,30.045,30.126,30.219,27.785,29.97,29.796,30.065,29.916,29.956,30.167,30.134,27.588,29.887,26.664,30.155,29.27,30.167,30.072,29.161,30.033,30.033,27.587,29.724,29.301,29.877,29.713,29.264,30.19,30.209,30.047,25.63,29.536,30.035,29.62,30.157,30.09,29.889,30.036,30.072,29.838,29.902,30.051,24.086,30.208,30.298,29.545,30.12,29.252,29.991
2022-01-15 11:28:00,29.972,29.66,28.241,26.175,24.979,29.765,29.337,30.027,29.743,27.909,29.412,30.183,30.178,29.816,29.974,30.045,30.126,30.218,27.784,29.97,29.796,30.064,29.915,29.956,30.167,30.134,27.588,29.888,26.664,30.156,29.27,30.165,30.071,29.161,30.032,30.032,27.586,29.724,29.3,29.877,29.712,29.264,30.19,30.21,30.047,25.628,29.536,30.035,29.622,30.157,30.09,29.887,30.036,30.072,29.837,29.902,30.05,24.086,30.207,30.298,29.544,30.12,29.252,29.991
2022-01-15 11:29:00,29.971,29.66,28.24,26.175,24.978,29.764,29.337,30.029,29.744,27.91,29.411,30.183,30.177,29.816,29.973,30.045,30.125,30.218,27.785,29.97,29.796,30.064,29.915,29.956,30.167,30.134,27.588,29.889,26.665,30.154,29.271,30.163,30.07,29.161,30.032,30.033,27.586,29.724,29.3,29.877,29.712,29.265,30.19,30.21,30.047,25.628,29.535,30.034,29.623,30.156,30.089,29.887,30.036,30.071,29.837,29.901,30.05,24.085,30.206,30.297,29.545,30.12,29.252,29.992
2022-01-15 11:30:00,29.97,29.659,28.241,26.172,24.978,29.764,29.338,30.028,29.744,27.91,29.41,30.183,30.177,29.816,29.972,30.045,30.125,30.219,27.784,29.971,29.795,30.063,29.914,29.956,30.167,30.134,27.588,29.889,26.665,30.155,29.271,30.163,30.071,29.161,30.032,30.033,27.586,29.724,29.301,29.877,29.712,29.265,30.19,30.21,30.046,25.625,29.535,30.035,29.622,30.156,30.09,29.887,30.036,30.072,29.837,29.901,30.051,24.085,30.206,30.297,29.546,30.119,29.253,29.992
2022-01-15 11:31:00,29.971,29.658,28.241,26.171,24.977,29.765,29.338,30.028,29.745,27.911,29.411,30.183,30.177,29.817,29.97,30.044,30.126,30.218,27.785,29.973,29.795,30.063,29.915,29.956,30.167,30.133,27.588,29.889,26.665,30.154,29.272,30.166,30.072,29.161,30.032,30.033,27.587,29.724,29.302,29.877,29.711,29.265,30.19,30.209,30.046,25.627,29.536,30.035,29.622,30.157,30.09,29.886,30.036,30.071,29.837,29.901,30.051,24.084,30.207,30.298,29.546,30.119,29.253,29.993
2022-01-15 11:32:00,29.971,29.658,28.24,26.17,24.977,29.765,29.339,30.029,29.745,27.912,29.411,30.183,30.177,29.817,29.97,30.045,30.126,30.219,27.785,29.973,29.795,30.062,29.915,29.956,30.168,30.133,27.588,29.89,26.664,30.155,29.272,30.166,30.074,29.162,30.032,30.032,27.587,29.724,29.302,29.877,29.711,29.265,30.19,30.209,30.045,25.636,29.536,30.036,29.622,30.157,30.09,29.886,30.037,30.071,29.837,29.901,30.052,24.084,30.208,30.298,29.546,30.12,29.253,29.993
2022-01-15 11:33:00,29.971,29.657,28.24,26.171,24.978,29.765,29.339,30.029,29.745,27.912,29.411,30.183,30.177,29.817,29.971,30.045,30.126,30.219,27.785,29.974,29.795,30.062,29.915,29.957,30.168,30.132,27.588,29.889,26.664,30.155,29.272,30.166,30.074,29.162,30.031,30.033,27.588,29.724,29.301,29.877,29.711,29.264,30.19,30.208,30.045,25.632,29.536,30.036,29.622,30.157,30.09,29.886,30.038,30.071,29.837,29.902,30.053,24.084,30.208,30.298,29.546,30.12,29.253,29.994
2022-01-15 11:34:00,29.971,29.657,28.241,26.17,24.978,29.764,29.34,30.03,29.745,27.912,29.411,30.183,30.177,29.817,29.972,30.046,30.126,30.219,27.785,29.974,29.795,30.062,29.916,29.957,30.168,30.132,27.589,29.89,26.664,30.156,29.272,30.166,30.075,29.162,30.031,30.034,27.588,29.723,29.301,29.877,29.712,29.264,30.189,30.208,30.043,25.633,29.537,30.036,29.622,30.157,30.091,29.886,30.038,30.071,29.838,29.902,30.053,24.084,30.208,30.299,29.546,30.121,29.253,29.993
2022-01-15 11:35:00,29.971,29.656,28.241,26.17,24.978,29.765,29.34,30.029,29.745,27.911,29.41,30.183,30.177,29.816,29.972,30.047,30.126,30.219,27.785,29.974,29.794,30.063,29.917,29.957,30.168,30.132,27.588,29.89,26.664,30.155,29.272,30.165,30.075,29.163,30.03,30.034,27.588,29.723,29.301,29.877,29.712,29.264,30.19,30.208,30.043,25.633,29.538,30.035,29.623,30.158,30.09,29.887,30.038,30.072,29.837,29.902,30.052,24.084,30.207,30.299,29.546,30.121,29.253,29.993
2022-01-15 11:36:00,29.971,29.657,28.242,26.17,24.978,29.765,29.34,30.029,29.746,27.91,29.411,30.183,30.177,29.816,29.971,30.047,30.126,30.219,27.785,29.974,29.794,30.063,29.918,29.957,30.167,30.132,27.588,29.891,26.664,30.156,29.272,30.166,30.075,29.164,30.028,30.035,27.588,29.723,29.3,29.877,29.711,29.264,30.191,30.208,30.044,25.631,29.538,30.035,29.623,30.158,30.088,29.886,30.038,30.073,29.837,29.901,30.053,24.084,30.206,30.299,29.547,30.12,29.252,29.994
2022-01-15 11:37:00,29.97,29.657,28.242,26.17,24.978,29.765,29.34,30.03,29.746,27.911,29.411,30.184,30.177,29.816,29.971,30.047,30.127,30.219,27.785,29.974,29.794,30.064,29.92,29.958,30.167,30.132,27.587,29.891,26.664,30.155,29.272,30.167,30.076,29.165,30.028,30.035,27.588,29.724,29.301,29.877,29.711,29.264,30.191,30.208,30.044,25.631,29.538,30.036,29.622,30.158,30.088,29.888,30.038,30.074,29.838,29.902,30.053,24.084,30.205,30.298,29.547,30.12,29.252,29.995
2022-01-15 11:38:00,29.969,29.656,28.242,26.17,24.978,29.764,29.34,30.031,29.747,27.911,29.412,30.184,30.178,29.816,29.97,30.047,30.127,30.22,27.785,29.974,29.795,30.064,29.92,29.958,30.167,30.133,27.587,29.893,26.664,30.155,29.273,30.167,30.076,29.166,30.029,30.036,27.588,29.725,29.301,29.877,29.71,29.264,30.192,30.208,30.042,25.633,29.538,30.037,29.622,30.158,30.089,29.888,30.038,30.076,29.838,29.903,30.054,24.085,30.205,30.298,29.547,30.12,29.253,29.997
2022-01-15 11:39:00,29.969,29.656,28.243,26.171,24.977,29.764,29.34,30.032,29.748,27.912,29.412,30.185,30.178,29.817,29.971,30.048,30.128,30.22,27.784,29.973,29.794,30.064,29.921,29.956,30.167,30.133,27.586,29.893,26.665,30.156,29.272,30.168,30.076,29.166,30.029,30.036,27.588,29.726,29.302,29.878,29.71,29.264,30.192,30.208,30.043,25.628,29.539,30.038,29.622,30.159,30.09,29.889,30.039,30.077,29.839,29.904,30.055,24.085,30.206,30.299,29.546,30.12,29.253,29.998
2022-01-15 11:40:00,29.969,29.657,28.243,26.172,24.977,29.764,29.341,30.032,29.748,27.913,29.412,30.186,30.178,29.818,29.971,30.048,30.128,30.22,27.784,29.973,29.794,30.065,29.922,29.955,30.167,30.133,27.586,29.893,26.665,30.156,29.271,30.168,30.076,29.166,30.03,30.037,27.588,29.727,29.301,29.878,29.71,29.263,30.192,30.208,30.044,25.634,29.54,30.039,29.623,30.159,30.09,29.89,30.039,30.077,29.839,29.904,30.055,24.085,30.207,30.299,29.546,30.121,29.254,29.999
2022-01-15 11:41:00,29.969,29.659,28.243,26.175,24.977,29.764,29.342,30.032,29.747,27.913,29.413,30.186,30.179,29.819,29.971,30.05,30.128,30.22,27.785,29.974,29.794,30.065,29.924,29.954,30.167,30.133,27.587,29.895,26.664,30.156,29.272,30.168,30.076,29.165,30.031,30.036,27.589,29.727,29.301,29.878,29.71,29.263,30.191,30.208,30.042,25.631,29.54,30.039,29.624,30.16,30.091,29.889,30.04,30.078,29.839,29.904,30.053,24.085,30.207,30.299,29.545,30.121,29.255,30.0
2022-01-15 11:42:00,29.969,29.659,28.242,26.175,24.976,29.764,29.343,30.032,29.747,27.913,29.412,30.186,30.179,29.82,29.971,30.05,30.129,30.22,27.786,29.974,29.793,30.066,29.927,29.955,30.167,30.134,27.587,29.894,26.665,30.156,29.273,30.166,30.077,29.165,30.031,30.037,27.589,29.726,29.302,29.878,29.71,29.263,30.191,30.208,30.042,25.63,29.541,30.038,29.625,30.16,30.093,29.89,30.041,30.08,29.841,29.905,30.053,24.085,30.207,30.299,29.546,30.121,29.255,30.0
2022-01-15 11:43:00,29.969,29.658,28.242,26.174,24.977,29.764,29.343,30.034,29.748,27.913,29.412,30.187,30.18,29.82,29.972,30.05,30.13,30.22,27.787,29.975,29.793,30.066,29.93,29.955,30.167,30.134,27.587,29.894,26.664,30.156,29.273,30.167,30.077,29.167,30.031,30.04,27.59,29.726,29.304,29.878,29.71,29.264,30.192,30.208,30.043,25.634,29.54,30.037,29.624,30.162,30.094,29.893,30.042,30.084,29.844,29.906,30.054,24.085,30.207,30.3,29.547,30.121,29.255,30.001
2022-01-15 11:44:00,29.97,29.66,28.242,26.174,24.977,29.764,29.343,30.037,29.748,27.913,29.413,30.187,30.18,29.82,29.973,30.051,30.131,30.22,27.787,29.975,29.794,30.066,29.932,29.956,30.167,30.135,27.587,29.897,26.664,30.157,29.273,30.171,30.076,29.168,30.031,30.043,27.591,29.725,29.305,29.878,29.71,29.264,30.192,30.208,30.043,25.636,29.542,30.039,29.625,30.163,30.095,29.895,30.042,30.087,29.847,29.909,30.055,24.086,30.208,30.3,29.549,30.121,29.255,30.003
