year,type,gpw
2011,supercomputer,0.155274725275
2011,supercomputer,0.154590717593
2011,supercomputer,0.152169981917
2011,supercomputer,0.151704482721
2011,supercomputer,0.150803974706
2011,supercomputer,0.150708052526
2011,supercomputer,0.150302325581
2011,supercomputer,0.149981481481
2011,supercomputer,0.149641025641
2011,supercomputer,0.149408706953
2011,supercomputer,0.148930150309
2011,supercomputer,0.147745058785
2011,supercomputer,0.146908602151
2011,supercomputer,0.146338325991
2011,supercomputer,0.146298068647
2011,supercomputer,0.1459688771
2011,supercomputer,0.1459688771
2011,supercomputer,0.1459688771
2011,supercomputer,0.14321995206
2011,supercomputer,0.142996441281
2011,supercomputer,0.142169910719
2011,supercomputer,0.142003809524
2011,supercomputer,0.141563368056
2011,supercomputer,0.141563368056
2011,supercomputer,0.141010677083
2011,supercomputer,0.141010677083
2011,supercomputer,0.141010677083
2011,supercomputer,0.140915770609
2011,supercomputer,0.140915770609
2011,supercomputer,0.140881170483
2011,supercomputer,0.140815769729
2011,supercomputer,0.140779910443
2011,supercomputer,0.139715400844
2011,supercomputer,0.138274629237
2011,supercomputer,0.137630208333
2011,supercomputer,0.136121491612
2011,supercomputer,0.134899328859
2011,supercomputer,0.134779015335
2011,supercomputer,0.134704761905
2011,supercomputer,0.134424603175
2011,supercomputer,0.134257822756
2011,supercomputer,0.133888
2011,supercomputer,0.133369899504
2011,supercomputer,0.133314148681
2011,supercomputer,0.131733483483
2011,supercomputer,0.131629788001
2011,supercomputer,0.130248524624
2011,supercomputer,0.129688557673
2011,supercomputer,0.129312865497
2011,supercomputer,0.128936086818
2011,supercomputer,0.128935912553
2011,supercomputer,0.128935912553
2011,supercomputer,0.128935912553
2011,supercomputer,0.128935636589
2011,supercomputer,0.128935636589
2011,supercomputer,0.128935053575
2011,supercomputer,0.128935053575
2011,supercomputer,0.128935053575
2011,supercomputer,0.128934621227
2011,supercomputer,0.128934134075
2011,supercomputer,0.128934134075
2011,supercomputer,0.128934134075
2011,supercomputer,0.128934134075
2011,supercomputer,0.122721224218
2011,supercomputer,0.122358388455
2011,supercomputer,0.121418269231
2011,supercomputer,0.121109305556
2011,supercomputer,0.12004517472
2011,supercomputer,0.119836539212
2011,supercomputer,0.118685714286
2011,supercomputer,0.118632589365
2011,supercomputer,0.117516678371
2011,supercomputer,0.117516678371
2011,supercomputer,0.117375972611
2011,supercomputer,0.115539947322
2011,supercomputer,0.11503423638
2011,supercomputer,0.111713888889
2011,supercomputer,0.110197246238
2011,supercomputer,0.109543184978
2011,supercomputer,0.108890899317
2011,supercomputer,0.108378245958
2011,supercomputer,0.10536022369
2011,supercomputer,0.102382565895
2011,supercomputer,0.102015161087
2011,supercomputer,0.101421144854
2011,supercomputer,0.100936339118
2011,supercomputer,0.10023272396
2011,supercomputer,0.0998433962264
2011,supercomputer,0.0998433962264
2011,supercomputer,0.0997990206574
2011,supercomputer,0.0993101749199
2011,supercomputer,0.09609375
2011,supercomputer,0.094423828125
2011,supercomputer,0.094423828125
2011,supercomputer,0.0944047951212
2011,supercomputer,0.0933746836554
2011,supercomputer,0.0930295138889
2011,supercomputer,0.092253442029
2011,supercomputer,0.0921978386494
2011,supercomputer,0.0921850337718
2011,supercomputer,0.0921850337718
2011,supercomputer,0.0921002055584
2011,supercomputer,0.0919995111679
2011,supercomputer,0.0918909639574
2011,supercomputer,0.0916687578419
2011,supercomputer,0.0915746226097
2011,supercomputer,0.0915745406232
2011,supercomputer,0.0904971130179
2011,supercomputer,0.0899362918933
2011,supercomputer,0.0898840182648
2011,supercomputer,0.0881542699725
2011,supercomputer,0.0878294573643
2011,supercomputer,0.0873531444368
2011,supercomputer,0.0871625178612
2011,supercomputer,0.0871625178612
2011,supercomputer,0.0839728453365
2011,supercomputer,0.0826748582231
2011,supercomputer,0.0817100238663
2011,supercomputer,0.0815957692541
2011,supercomputer,0.0814844373504
2011,supercomputer,0.0814574128621
2011,supercomputer,0.0813797839506
2011,supercomputer,0.0812735768773
2011,supercomputer,0.0811385416667
2011,supercomputer,0.0811050724638
2011,supercomputer,0.0807359664352
2011,supercomputer,0.0807359664352
2011,supercomputer,0.0805501984127
2011,supercomputer,0.080186243055
2011,supercomputer,0.0787594618614
2011,supercomputer,0.0769092100951
2011,supercomputer,0.0745183166434
2011,supercomputer,0.0724796401515
2011,supercomputer,0.0721648860399
2011,supercomputer,0.0717896389325
2011,supercomputer,0.0706795077582
2011,supercomputer,0.0696835275424
2011,supercomputer,0.0696678240741
2011,supercomputer,0.0696678240741
2011,supercomputer,0.0696678240741
2011,supercomputer,0.0648662163618
2011,supercomputer,0.0648554736488
2011,supercomputer,0.064832644815
2011,supercomputer,0.0646384029802
2011,supercomputer,0.0646286251343
2011,supercomputer,0.0639984324064
2011,supercomputer,0.0638247929492
2011,supercomputer,0.0631716046653
2011,supercomputer,0.0631716046653
2011,supercomputer,0.0627421307506
2011,supercomputer,0.0616586206425
2011,supercomputer,0.0616586206425
2011,supercomputer,0.0616586206425
2011,supercomputer,0.0615658997681
2011,supercomputer,0.0612242835564
2011,supercomputer,0.0574756567029
2011,supercomputer,0.0570770722249
2011,supercomputer,0.0563267139284
2011,supercomputer,0.0561929114545
2011,supercomputer,0.0561929114545
2011,supercomputer,0.0561929073342
2011,supercomputer,0.0561225843008
2011,supercomputer,0.0557743055556
2011,supercomputer,0.0557134773663
2011,supercomputer,0.0556530992285
2011,supercomputer,0.0553333021745
2011,supercomputer,0.0553333021745
2011,supercomputer,0.0548341363578
2011,supercomputer,0.054496
2011,supercomputer,0.0541855921856
2011,supercomputer,0.0541018610441
2011,supercomputer,0.0540262873202
2011,supercomputer,0.0540010019305
2011,supercomputer,0.0539343093839
2011,supercomputer,0.0539145180827
2011,supercomputer,0.0538311425351
2011,supercomputer,0.0538311425351
2011,supercomputer,0.0538311425351
2011,supercomputer,0.0537550713121
2011,supercomputer,0.0537550713121
2011,supercomputer,0.0537550713121
2011,supercomputer,0.053711605981
2011,supercomputer,0.053462543826
2011,supercomputer,0.0533924631085
2011,supercomputer,0.0533507946298
2011,supercomputer,0.0532170154614
2011,supercomputer,0.0531056130987
2011,supercomputer,0.0528385790114
2011,supercomputer,0.052560020141
2011,supercomputer,0.0515147577723
2011,supercomputer,0.051
2011,supercomputer,0.0500363046688
2011,supercomputer,0.0498873966141
2011,supercomputer,0.0489860974249
2011,supercomputer,0.0488404522344
2011,supercomputer,0.0487606815844
2011,supercomputer,0.0486965759662
2011,supercomputer,0.0484902622831
2011,supercomputer,0.0483547546678
2011,supercomputer,0.0481239686844
2011,supercomputer,0.0478357142857
2011,supercomputer,0.0474785964912
2011,supercomputer,0.0474339109752
2011,supercomputer,0.0474339109752
2011,supercomputer,0.0474339109752
2011,supercomputer,0.0465982587065
2011,supercomputer,0.0463375246548
2011,supercomputer,0.0463371031746
2011,supercomputer,0.0463128063725
2011,supercomputer,0.0461450132844
2011,supercomputer,0.0455012689658
2011,supercomputer,0.0446914210128
2011,supercomputer,0.0445515078577
2011,supercomputer,0.0445228302001
2011,supercomputer,0.0443909438257
2011,supercomputer,0.0443387037037
2011,supercomputer,0.0435366568915
2011,supercomputer,0.0422166252073
2011,supercomputer,0.0420136054422
2011,supercomputer,0.0407291666667
2011,supercomputer,0.0380138086063
2011,supercomputer,0.0372910493827
2011,supercomputer,0.0372910493827
2011,supercomputer,0.0371701783958
2011,supercomputer,0.0371701783958
2011,supercomputer,0.0371701783958
2011,supercomputer,0.0371701783958
2011,supercomputer,0.037109766754
2011,supercomputer,0.037109766754
2011,supercomputer,0.037109766754
2011,supercomputer,0.0366068395273
2011,supercomputer,0.0344109616368
2011,supercomputer,0.0336962278676
2011,supercomputer,0.0313671283144
2011,supercomputer,0.0304477777778
2011,supercomputer,0.0249348958333
2011,supercomputer,0.0213571889104
2011,supercomputer,2.02648
2011,supercomputer,2.02648
2011,supercomputer,1.99609
2011,supercomputer,1.98856
2011,supercomputer,1.68986
2011,supercomputer,1.37832
2011,supercomputer,1.26626
2011,supercomputer,1.01011
2011,supercomputer,0.9637
2011,supercomputer,0.95835
2011,supercomputer,0.92896
2011,supercomputer,0.90154
2011,supercomputer,0.89188
2011,supercomputer,0.89187
2011,supercomputer,0.88919
2011,supercomputer,0.8659
2011,supercomputer,0.8659
2011,supercomputer,0.86588
2011,supercomputer,0.86588
2011,supercomputer,0.86588
2011,supercomputer,0.86588
2011,supercomputer,0.86588
2011,supercomputer,0.86588
2011,supercomputer,0.86588
2011,supercomputer,0.86588
2011,supercomputer,0.86588
2011,supercomputer,0.86588
2011,supercomputer,0.86588
2011,supercomputer,0.86588
2011,supercomputer,0.86493
2011,supercomputer,0.83842
2011,supercomputer,0.83018
2011,supercomputer,0.80936
2011,supercomputer,0.80551
2011,supercomputer,0.80193
2011,supercomputer,0.78804
2011,supercomputer,0.76571
2011,supercomputer,0.74167
2011,supercomputer,0.74106
2011,supercomputer,0.73185
2011,supercomputer,0.71814
2011,supercomputer,0.711
2011,supercomputer,0.6681
2011,supercomputer,0.65836
2011,supercomputer,0.65405
2011,supercomputer,0.64369
2011,supercomputer,0.63515
2011,supercomputer,0.62813
2011,supercomputer,0.62425
2011,supercomputer,0.61708
2011,supercomputer,0.61578
2011,supercomputer,0.58915
2011,supercomputer,0.582
2011,supercomputer,0.56597
2011,supercomputer,0.55547
2011,supercomputer,0.49264
2011,supercomputer,0.48366
2011,supercomputer,0.46773
2011,supercomputer,0.45833
2011,supercomputer,0.45539
2011,supercomputer,0.44941
2011,supercomputer,0.44435
2011,supercomputer,0.44308
2011,supercomputer,0.442
2011,supercomputer,0.42931
2011,supercomputer,0.42174
2011,supercomputer,0.42173
2011,supercomputer,0.41791
2011,supercomputer,0.41049
2011,supercomputer,0.41048
2011,supercomputer,0.41048
2011,supercomputer,0.40897
2011,supercomputer,0.40897
2011,supercomputer,0.40697
2011,supercomputer,0.40445
2011,supercomputer,0.40277
2011,supercomputer,0.37877
2011,supercomputer,0.37877
2011,supercomputer,0.37876
2011,supercomputer,0.37799
2011,supercomputer,0.3772
2011,supercomputer,0.37202
2011,supercomputer,0.37202
2011,supercomputer,0.36911
2011,supercomputer,0.36911
2011,supercomputer,0.36911
2011,supercomputer,0.36862
2011,supercomputer,0.36862
2011,supercomputer,0.36861
2011,supercomputer,0.3686
2011,supercomputer,0.36658
2011,supercomputer,0.36398
2011,supercomputer,0.36398
2011,supercomputer,0.3622
2011,supercomputer,0.36179
2011,supercomputer,0.36179
2011,supercomputer,0.35965
2011,supercomputer,0.35744
2011,supercomputer,0.3556
2011,supercomputer,0.35456
2011,supercomputer,0.35432
2011,supercomputer,0.35432
2011,supercomputer,0.35432
2011,supercomputer,0.35432
2011,supercomputer,0.35432
2011,supercomputer,0.35432
2011,supercomputer,0.35432
2011,supercomputer,0.35432
2011,supercomputer,0.34978
2011,supercomputer,0.34132
2011,supercomputer,0.33262
2011,supercomputer,0.33098
2011,supercomputer,0.33098
2011,supercomputer,0.33098
2011,supercomputer,0.33098
2011,supercomputer,0.33098
2011,supercomputer,0.33098
2011,supercomputer,0.33098
2011,supercomputer,0.33098
2011,supercomputer,0.33098
2011,supercomputer,0.33098
2011,supercomputer,0.32306
2011,supercomputer,0.31869
2011,supercomputer,0.31232
2011,supercomputer,0.31203
2011,supercomputer,0.30634
2011,supercomputer,0.30533
2011,supercomputer,0.30036
2011,supercomputer,0.29744
2011,supercomputer,0.29726
2011,supercomputer,0.29578
2011,supercomputer,0.28674
2011,supercomputer,0.2821
2011,supercomputer,0.28189
2011,supercomputer,0.27889
2011,supercomputer,0.27877
2011,supercomputer,0.27776
2011,supercomputer,0.27729
2011,supercomputer,0.27224
2011,supercomputer,0.27171
2011,supercomputer,0.26658
2011,supercomputer,0.26524
2011,supercomputer,0.26502
2011,supercomputer,0.26326
2011,supercomputer,0.26326
2011,supercomputer,0.26326
2011,supercomputer,0.26326
2011,supercomputer,0.25683
2011,supercomputer,0.25309
2011,supercomputer,0.25286
2011,supercomputer,0.25187
2011,supercomputer,0.24197
2011,supercomputer,0.24075
2011,supercomputer,0.24005
2011,supercomputer,0.23727
2011,supercomputer,0.23402
2011,supercomputer,0.23244
2011,supercomputer,0.23239
2011,supercomputer,0.23211
2011,supercomputer,0.23211
2011,supercomputer,0.23157
2011,supercomputer,0.23142
2011,supercomputer,0.23032
2011,supercomputer,0.23011
2011,supercomputer,0.22876
2011,supercomputer,0.22788
2011,supercomputer,0.22746
2011,supercomputer,0.22503
2011,supercomputer,0.2235
2011,supercomputer,0.22295
2011,supercomputer,0.22093
2011,supercomputer,0.22093
2011,supercomputer,0.22042
2011,supercomputer,0.2195
2011,supercomputer,0.21662
2011,supercomputer,0.2166
2011,supercomputer,0.21565
2011,supercomputer,0.21553
2011,supercomputer,0.21538
2011,supercomputer,0.21538
2011,supercomputer,0.21538
2011,supercomputer,0.21478
2011,supercomputer,0.21478
2011,supercomputer,0.21478
2011,supercomputer,0.21478
2011,supercomputer,0.21094
2011,supercomputer,0.21094
2011,supercomputer,0.2105
2011,supercomputer,0.21
2011,supercomputer,0.20892
2011,supercomputer,0.20698
2011,supercomputer,0.20532
2011,supercomputer,0.204
2011,supercomputer,0.20387
2011,supercomputer,0.20377
2011,supercomputer,0.20161
2011,supercomputer,0.20161
2011,supercomputer,0.20161
2011,supercomputer,0.20161
2011,supercomputer,0.20161
2011,supercomputer,0.2016
2011,supercomputer,0.20083
2011,supercomputer,0.2
2011,supercomputer,0.19676
2011,supercomputer,0.196
2011,supercomputer,0.19554
2011,supercomputer,0.19545
2011,supercomputer,0.19402
2011,supercomputer,0.1865
2011,supercomputer,0.1865
2011,supercomputer,0.1865
2011,supercomputer,0.1865
2011,supercomputer,0.1862
2011,supercomputer,0.1862
2011,supercomputer,0.18577
2011,supercomputer,0.18577
2011,supercomputer,0.18577
2011,supercomputer,0.18577
2011,supercomputer,0.18577
2011,supercomputer,0.18577
2011,supercomputer,0.18577
2011,supercomputer,0.18577
2011,supercomputer,0.18577
2011,supercomputer,0.18577
2011,supercomputer,0.18577
2011,supercomputer,0.18577
2011,supercomputer,0.18577
2011,supercomputer,0.18577
2011,supercomputer,0.18577
2011,supercomputer,0.18577
2011,supercomputer,0.18577
2011,supercomputer,0.18577
2011,supercomputer,0.18577
2011,supercomputer,0.18577
2011,supercomputer,0.18577
2011,supercomputer,0.18577
2011,supercomputer,0.18577
2011,supercomputer,0.18571
2011,supercomputer,0.18484
2011,supercomputer,0.18484
2011,supercomputer,0.18272
2011,supercomputer,0.18179
2011,supercomputer,0.18178
2011,supercomputer,0.18178
2011,supercomputer,0.18178
2011,supercomputer,0.18177
2011,supercomputer,0.18177
2011,supercomputer,0.18177
2011,supercomputer,0.18177
2011,supercomputer,0.18177
2011,supercomputer,0.18177
2011,supercomputer,0.18177
2011,supercomputer,0.18177
2011,supercomputer,0.18177
2011,supercomputer,0.18177
2011,supercomputer,0.18177
2011,supercomputer,0.18177
2011,supercomputer,0.18177
2011,supercomputer,0.18177
2011,supercomputer,0.18177
2011,supercomputer,0.1806
2011,supercomputer,0.18007
2011,supercomputer,0.17893
2011,supercomputer,0.17893
2011,supercomputer,0.17893
2011,supercomputer,0.17893
2011,supercomputer,0.17893
2011,supercomputer,0.17893
2011,supercomputer,0.17893
2011,supercomputer,0.17893
2011,supercomputer,0.17892
2011,supercomputer,0.17892
2011,supercomputer,0.17823
2011,supercomputer,0.17823
2011,supercomputer,0.1774
2011,supercomputer,0.17702
2011,supercomputer,0.17702
2011,supercomputer,0.17702
2011,supercomputer,0.17702
2011,supercomputer,0.17702
2011,supercomputer,0.17702
2011,supercomputer,0.17702
2011,supercomputer,0.17702
2011,supercomputer,0.17702
2011,supercomputer,0.17702
2011,supercomputer,0.17702
2011,supercomputer,0.17702
2011,supercomputer,0.17702
2011,supercomputer,0.17702
2011,supercomputer,0.17702
2011,supercomputer,0.17702
2011,supercomputer,0.17702
2011,supercomputer,0.17702
2011,supercomputer,0.17702
2011,supercomputer,0.17702
2011,supercomputer,0.17702
2011,supercomputer,0.17701
2011,supercomputer,0.17701
2011,supercomputer,0.17701
2011,supercomputer,0.17701
2011,supercomputer,0.1762
2011,supercomputer,0.17409
2011,supercomputer,0.17241
2011,supercomputer,0.17241
2011,supercomputer,0.17241
2011,supercomputer,0.17117
2011,supercomputer,0.17098
2011,supercomputer,0.16915
2011,supercomputer,0.16896
2011,supercomputer,0.16721
2011,supercomputer,0.16718
2011,supercomputer,0.16674
2011,supercomputer,0.16613
2011,supercomputer,0.16395
2011,supercomputer,0.1627
2011,supercomputer,0.16198
2011,supercomputer,0.16198
2011,supercomputer,0.15967
2011,supercomputer,0.15555
2011,supercomputer,0.15476
2011,supercomputer,0.1547
2011,supercomputer,0.15459
2011,supercomputer,0.15422
2011,supercomputer,0.15217
2011,supercomputer,0.1517
2011,supercomputer,0.15071
2011,supercomputer,0.1503
2011,supercomputer,0.14713
2011,supercomputer,0.14648
2011,supercomputer,0.14648
2011,supercomputer,0.14634
2011,supercomputer,0.14498
2011,supercomputer,0.143
2011,supercomputer,0.14217
2011,supercomputer,0.14101
2011,supercomputer,0.14101
2011,supercomputer,0.14101
2011,supercomputer,0.14092
2011,supercomputer,0.14092
2011,supercomputer,0.14088
2011,supercomputer,0.13972
2011,supercomputer,0.13763
2011,supercomputer,0.13612
2011,supercomputer,0.13457
2011,supercomputer,0.13451
2011,supercomputer,0.13442
2011,supercomputer,0.13358
2011,supercomputer,0.13356
2011,supercomputer,0.13356
2011,supercomputer,0.13337
2011,supercomputer,0.13331
2011,supercomputer,0.13285
2011,supercomputer,0.13254
2011,supercomputer,0.1323
2011,supercomputer,0.13173
2011,supercomputer,0.13163
2011,supercomputer,0.13117
2011,supercomputer,0.13117
2011,supercomputer,0.13029
2011,supercomputer,0.13016
2011,supercomputer,0.12894
2011,supercomputer,0.1249
2011,supercomputer,0.12243
2011,supercomputer,0.12187
2011,supercomputer,0.12111
2011,supercomputer,0.12091
2011,supercomputer,0.1206
2011,supercomputer,0.12005
2011,supercomputer,0.11869
2011,supercomputer,0.11863
2011,supercomputer,0.11752
2011,supercomputer,0.11752
2011,supercomputer,0.11738
2011,supercomputer,0.11554
2011,supercomputer,0.11517
2011,supercomputer,0.1112
2011,supercomputer,0.1102
2011,supercomputer,0.1097
2011,supercomputer,0.10889
2011,supercomputer,0.10843
2011,supercomputer,0.10536
2011,supercomputer,0.10474
2011,supercomputer,0.10238
2011,supercomputer,0.10202
2011,supercomputer,0.10094
2011,supercomputer,0.0998
2011,supercomputer,0.09552
2011,supercomputer,0.09337
2011,supercomputer,0.09233
2011,supercomputer,0.09228
2011,supercomputer,0.09228
2011,supercomputer,0.09216
2011,supercomputer,0.09196
2011,supercomputer,0.09167
2011,supercomputer,0.09167
2011,supercomputer,0.09159
2011,supercomputer,0.09054
2011,supercomputer,0.0904
2011,supercomputer,0.08998
2011,supercomputer,0.08988
2011,supercomputer,0.08943
2011,supercomputer,0.08783
2011,supercomputer,0.08721
2011,supercomputer,0.08721
2011,supercomputer,0.08527
2011,supercomputer,0.08397
2011,supercomputer,0.08372
2011,supercomputer,0.08354
2011,supercomputer,0.08354
2011,supercomputer,0.08232
2011,supercomputer,0.08171
2011,supercomputer,0.0816
2011,supercomputer,0.08148
2011,supercomputer,0.08146
2011,supercomputer,0.08138
2011,supercomputer,0.08111
2011,supercomputer,0.08074
2011,supercomputer,0.08074
2011,supercomputer,0.08019
2011,supercomputer,0.07876
2011,supercomputer,0.07507
2011,supercomputer,0.07068
2011,supercomputer,0.07018
2011,supercomputer,0.07018
2011,supercomputer,0.07018
2011,supercomputer,0.07017
2011,supercomputer,0.07017
2011,supercomputer,0.07017
2011,supercomputer,0.07017
2011,supercomputer,0.06968
2011,supercomputer,0.06967
2011,supercomputer,0.06967
2011,supercomputer,0.06967
2011,supercomputer,0.06815
2011,supercomputer,0.06388
2011,supercomputer,0.06226
2011,supercomputer,0.06157
2011,supercomputer,0.06122
2011,supercomputer,0.05709
2011,supercomputer,0.05619
2011,supercomputer,0.05603
2011,supercomputer,0.05603
2011,supercomputer,0.05603
2011,supercomputer,0.05603
2011,supercomputer,0.05599
2011,supercomputer,0.05598
2011,supercomputer,0.05537
2011,supercomputer,0.05483
2011,supercomputer,0.0547
2011,supercomputer,0.0545
2011,supercomputer,0.05419
2011,supercomputer,0.05413
2011,supercomputer,0.05376
2011,supercomputer,0.05376
2011,supercomputer,0.05376
2011,supercomputer,0.05373
2011,supercomputer,0.05368
2011,supercomputer,0.05359
2011,supercomputer,0.05358
2011,supercomputer,0.05346
2011,supercomputer,0.05339
2011,supercomputer,0.05335
2011,supercomputer,0.05322
2011,supercomputer,0.05311
2011,supercomputer,0.05284
2011,supercomputer,0.0528
2011,supercomputer,0.05256
2011,supercomputer,0.05243
2011,supercomputer,0.051
2011,supercomputer,0.05074
2011,supercomputer,0.05074
2011,supercomputer,0.04858
2011,supercomputer,0.04854
2011,supercomputer,0.04854
2011,supercomputer,0.04849
2011,supercomputer,0.04834
2011,supercomputer,0.04834
2011,supercomputer,0.04834
2011,supercomputer,0.04812
2011,supercomputer,0.04795
2011,supercomputer,0.04784
2011,supercomputer,0.04741
2011,supercomputer,0.04615
2011,supercomputer,0.04452
2011,supercomputer,0.04439
2011,supercomputer,0.04354
2011,supercomputer,0.04201
2011,supercomputer,0.03803
2011,supercomputer,0.03717
2011,supercomputer,0.03717
2011,supercomputer,0.03717
2011,supercomputer,0.03717
2011,supercomputer,0.03711
2011,supercomputer,0.03711
2011,supercomputer,0.03711
2011,supercomputer,0.03441
2011,supercomputer,0.0337
2011,supercomputer,0.03137
2011,supercomputer,0.03045
2011,supercomputer,0.02136
2012,supercomputer,2.10087591241
2012,supercomputer,2.10087591241
2012,supercomputer,2.10086374696
2012,supercomputer,2.10086374696
2012,supercomputer,2.10086374696
2012,supercomputer,2.10086374696
2012,supercomputer,2.10086374696
2012,supercomputer,2.09956398296
2012,supercomputer,2.09950286807
2012,supercomputer,2.09945703422
2012,supercomputer,2.09939408687
2012,supercomputer,2.09914030819
2012,supercomputer,2.0991392944
2012,supercomputer,2.0991392944
2012,supercomputer,2.0991392944
2012,supercomputer,2.09913625304
2012,supercomputer,2.09913625304
2012,supercomputer,2.09913625304
2012,supercomputer,2.06904334601
2012,supercomputer,2.06904321926
2012,supercomputer,1.38067215364
2012,supercomputer,1.37978723404
2012,supercomputer,1.26625766871
2012,supercomputer,1.15191256831
2012,supercomputer,1.05026455026
2012,supercomputer,1.01011029412
2012,supercomputer,0.994143245694
2012,supercomputer,0.958353433028
2012,supercomputer,0.953285827395
2012,supercomputer,0.932831737346
2012,supercomputer,0.932776175549
2012,supercomputer,0.932712384852
2012,supercomputer,0.932624071322
2012,supercomputer,0.932525787966
2012,supercomputer,0.93240893067
2012,supercomputer,0.932192982456
2012,supercomputer,0.919444444444
2012,supercomputer,0.91090422946
2012,supercomputer,0.908834917283
2012,supercomputer,0.901611535199
2012,supercomputer,0.891875
2012,supercomputer,0.891528726708
2012,supercomputer,0.886301835486
2012,supercomputer,0.866226034309
2012,supercomputer,0.866226034309
2012,supercomputer,0.866226034309
2012,supercomputer,0.866226034309
2012,supercomputer,0.866226034309
2012,supercomputer,0.866226034309
2012,supercomputer,0.866226034309
2012,supercomputer,0.866226034309
2012,supercomputer,0.866226034309
2012,supercomputer,0.866226034309
2012,supercomputer,0.866226034309
2012,supercomputer,0.866226034309
2012,supercomputer,0.865499075786
2012,supercomputer,0.865499075786
2012,supercomputer,0.848686293131
2012,supercomputer,0.837156459641
2012,supercomputer,0.830180333178
2012,supercomputer,0.816002673797
2012,supercomputer,0.809540954095
2012,supercomputer,0.809364599092
2012,supercomputer,0.803952205882
2012,supercomputer,0.801928888889
2012,supercomputer,0.799620132953
2012,supercomputer,0.797433035714
2012,supercomputer,0.786784140969
2012,supercomputer,0.786083807553
2012,supercomputer,0.775446428571
2012,supercomputer,0.741666666667
2012,supercomputer,0.741061452514
2012,supercomputer,0.738733705773
2012,supercomputer,0.732525951557
2012,supercomputer,0.732083333333
2012,supercomputer,0.731922398589
2012,supercomputer,0.718090211132
2012,supercomputer,0.715139442231
2012,supercomputer,0.688098495212
2012,supercomputer,0.682738461538
2012,supercomputer,0.668080685655
2012,supercomputer,0.663620081756
2012,supercomputer,0.658358544506
2012,supercomputer,0.654053612292
2012,supercomputer,0.64384213029
2012,supercomputer,0.643686932926
2012,supercomputer,0.635148514851
2012,supercomputer,0.634008668481
2012,supercomputer,0.628125
2012,supercomputer,0.619047619048
2012,supercomputer,0.615802943058
2012,supercomputer,0.603731674811
2012,supercomputer,0.597665986857
2012,supercomputer,0.590230568774
2012,supercomputer,0.581995884774
2012,supercomputer,0.579506641366
2012,supercomputer,0.565972222222
2012,supercomputer,0.562272727273
2012,supercomputer,0.55547
2012,supercomputer,0.521962801741
2012,supercomputer,0.500037677305
2012,supercomputer,0.492635658915
2012,supercomputer,0.467727272727
2012,supercomputer,0.467718375694
2012,supercomputer,0.458333333333
2012,supercomputer,0.455388471178
2012,supercomputer,0.450948888889
2012,supercomputer,0.449405405405
2012,supercomputer,0.444349680171
2012,supercomputer,0.443079986724
2012,supercomputer,0.442
2012,supercomputer,0.438432500449
2012,supercomputer,0.433994823123
2012,supercomputer,0.429308565531
2012,supercomputer,0.426720947446
2012,supercomputer,0.426543243243
2012,supercomputer,0.42177798683
2012,supercomputer,0.41988
2012,supercomputer,0.410510529675
2012,supercomputer,0.410440835267
2012,supercomputer,0.408968224758
2012,supercomputer,0.408968224758
2012,supercomputer,0.40687400319
2012,supercomputer,0.405384615385
2012,supercomputer,0.404451038576
2012,supercomputer,0.398072750479
2012,supercomputer,0.37876984127
2012,supercomputer,0.37876984127
2012,supercomputer,0.378761904762
2012,supercomputer,0.377989417989
2012,supercomputer,0.37747957993
2012,supercomputer,0.37721578823
2012,supercomputer,0.369092721834
2012,supercomputer,0.369092721834
2012,supercomputer,0.368635607321
2012,supercomputer,0.368635607321
2012,supercomputer,0.366578483245
2012,supercomputer,0.364926881149
2012,supercomputer,0.364926881149
2012,supercomputer,0.364926881149
2012,supercomputer,0.36492383697
2012,supercomputer,0.364908008083
2012,supercomputer,0.36397707231
2012,supercomputer,0.363976984127
2012,supercomputer,0.362199312715
2012,supercomputer,0.361790863211
2012,supercomputer,0.361766936299
2012,supercomputer,0.359649122807
2012,supercomputer,0.3575
2012,supercomputer,0.355581395349
2012,supercomputer,0.354348426708
2012,supercomputer,0.354286414909
2012,supercomputer,0.354262948207
2012,supercomputer,0.354262948207
2012,supercomputer,0.354240416469
2012,supercomputer,0.354240416469
2012,supercomputer,0.352533333333
2012,supercomputer,0.34977703456
2012,supercomputer,0.347885114754
2012,supercomputer,0.342921601805
2012,supercomputer,0.332615384615
2012,supercomputer,0.330980392157
2012,supercomputer,0.330979462875
2012,supercomputer,0.330947325439
2012,supercomputer,0.322107142857
2012,supercomputer,0.31868852459
2012,supercomputer,0.311763230499
2012,supercomputer,0.305332536838
2012,supercomputer,0.305332536838
2012,supercomputer,0.305330851944
2012,supercomputer,0.297443365696
2012,supercomputer,0.297257419689
2012,supercomputer,0.288730053191
2012,supercomputer,0.286737400531
2012,supercomputer,0.281555339536
2012,supercomputer,0.278894472362
2012,supercomputer,0.277762860102
2012,supercomputer,0.277285767744
2012,supercomputer,0.271708311182
2012,supercomputer,0.268219705065
2012,supercomputer,0.265020967427
2012,supercomputer,0.260621162444
2012,supercomputer,0.256850366236
2012,supercomputer,0.254010679612
2012,supercomputer,0.252861111111
2012,supercomputer,0.251866600299
2012,supercomputer,0.25082673913
2012,supercomputer,0.241965918658
2012,supercomputer,0.240045248869
2012,supercomputer,0.237269878574
2012,supercomputer,0.232439759036
2012,supercomputer,0.232377889745
2012,supercomputer,0.232354344123
