year,type,gpw
2009,supercomputer,0.2173
2009,supercomputer,0.2166
2009,supercomputer,0.21537
2009,supercomputer,0.21383
2009,supercomputer,0.21363
2009,supercomputer,0.21342
2009,supercomputer,0.21342
2009,supercomputer,0.21311
2009,supercomputer,0.2131
2009,supercomputer,0.21288
2009,supercomputer,0.21112
2009,supercomputer,0.20708
2009,supercomputer,0.20701
2009,supercomputer,0.20684
2009,supercomputer,0.20527
2009,supercomputer,0.20455
2009,supercomputer,0.20451
2009,supercomputer,0.2045
2009,supercomputer,0.20424
2009,supercomputer,0.20377
2009,supercomputer,0.20377
2009,supercomputer,0.20377
2009,supercomputer,0.19994
2009,supercomputer,0.19934
2009,supercomputer,0.19933
2009,supercomputer,0.19907
2009,supercomputer,0.19393
2009,supercomputer,0.18896
2009,supercomputer,0.18734
2009,supercomputer,0.18258
2009,supercomputer,0.18258
2009,supercomputer,0.18258
2009,supercomputer,0.18258
2009,supercomputer,0.18258
2009,supercomputer,0.18257
2009,supercomputer,0.18257
2009,supercomputer,0.18257
2009,supercomputer,0.18257
2009,supercomputer,0.18257
2009,supercomputer,0.18257
2009,supercomputer,0.1806
2009,supercomputer,0.17935
2009,supercomputer,0.17935
2009,supercomputer,0.178
2009,supercomputer,0.1774
2009,supercomputer,0.17713
2009,supercomputer,0.17713
2009,supercomputer,0.17713
2009,supercomputer,0.17713
2009,supercomputer,0.17713
2009,supercomputer,0.17338
2009,supercomputer,0.17018
2009,supercomputer,0.16896
2009,supercomputer,0.16502
2009,supercomputer,0.1646
2009,supercomputer,0.16361
2009,supercomputer,0.16358
2009,supercomputer,0.16318
2009,supercomputer,0.1621
2009,supercomputer,0.15967
2009,supercomputer,0.15527
2009,supercomputer,0.15459
2009,supercomputer,0.15425
2009,supercomputer,0.15221
2009,supercomputer,0.1503
2009,supercomputer,0.15018
2009,supercomputer,0.14775
2009,supercomputer,0.14765
2009,supercomputer,0.14765
2009,supercomputer,0.14727
2009,supercomputer,0.14699
2009,supercomputer,0.14634
2009,supercomputer,0.14634
2009,supercomputer,0.14634
2009,supercomputer,0.14634
2009,supercomputer,0.14633
2009,supercomputer,0.14532
2009,supercomputer,0.1453
2009,supercomputer,0.14262
2009,supercomputer,0.14174
2009,supercomputer,0.14145
2009,supercomputer,0.14078
2009,supercomputer,0.13827
2009,supercomputer,0.13719
2009,supercomputer,0.13719
2009,supercomputer,0.13719
2009,supercomputer,0.13612
2009,supercomputer,0.13426
2009,supercomputer,0.13348
2009,supercomputer,0.13348
2009,supercomputer,0.13348
2009,supercomputer,0.13348
2009,supercomputer,0.13348
2009,supercomputer,0.13348
2009,supercomputer,0.13348
2009,supercomputer,0.13348
2009,supercomputer,0.13348
2009,supercomputer,0.13173
2009,supercomputer,0.13163
2009,supercomputer,0.13154
2009,supercomputer,0.13148
2009,supercomputer,0.13148
2009,supercomputer,0.13127
2009,supercomputer,0.13127
2009,supercomputer,0.13121
2009,supercomputer,0.13121
2009,supercomputer,0.12969
2009,supercomputer,0.12836
2009,supercomputer,0.12745
2009,supercomputer,0.12731
2009,supercomputer,0.12537
2009,supercomputer,0.12491
2009,supercomputer,0.1243
2009,supercomputer,0.12236
2009,supercomputer,0.12142
2009,supercomputer,0.12046
2009,supercomputer,0.12005
2009,supercomputer,0.11951
2009,supercomputer,0.11937
2009,supercomputer,0.11869
2009,supercomputer,0.11863
2009,supercomputer,0.11804
2009,supercomputer,0.11804
2009,supercomputer,0.11804
2009,supercomputer,0.11804
2009,supercomputer,0.11804
2009,supercomputer,0.11804
2009,supercomputer,0.11804
2009,supercomputer,0.11804
2009,supercomputer,0.11804
2009,supercomputer,0.11804
2009,supercomputer,0.11752
2009,supercomputer,0.11752
2009,supercomputer,0.11728
2009,supercomputer,0.11554
2009,supercomputer,0.11503
2009,supercomputer,0.11491
2009,supercomputer,0.11491
2009,supercomputer,0.1149
2009,supercomputer,0.11468
2009,supercomputer,0.11438
2009,supercomputer,0.11435
2009,supercomputer,0.11435
2009,supercomputer,0.11187
2009,supercomputer,0.10536
2009,supercomputer,0.10498
2009,supercomputer,0.10366
2009,supercomputer,0.10366
2009,supercomputer,0.10305
2009,supercomputer,0.10084
2009,supercomputer,0.10083
2009,supercomputer,0.09923
2009,supercomputer,0.09766
2009,supercomputer,0.0972
2009,supercomputer,0.0972
2009,supercomputer,0.09706
2009,supercomputer,0.09665
2009,supercomputer,0.09562
2009,supercomputer,0.09486
2009,supercomputer,0.09464
2009,supercomputer,0.09464
2009,supercomputer,0.0944
2009,supercomputer,0.09432
2009,supercomputer,0.09418
2009,supercomputer,0.09337
2009,supercomputer,0.093
2009,supercomputer,0.09284
2009,supercomputer,0.0924
2009,supercomputer,0.09231
2009,supercomputer,0.09225
2009,supercomputer,0.0922
2009,supercomputer,0.09219
2009,supercomputer,0.09219
2009,supercomputer,0.092
2009,supercomputer,0.09189
2009,supercomputer,0.09167
2009,supercomputer,0.09157
2009,supercomputer,0.09157
2009,supercomputer,0.09156
2009,supercomputer,0.09153
2009,supercomputer,0.09151
2009,supercomputer,0.09115
2009,supercomputer,0.0905
2009,supercomputer,0.09002
2009,supercomputer,0.08994
2009,supercomputer,0.08988
2009,supercomputer,0.08971
2009,supercomputer,0.08971
2009,supercomputer,0.08783
2009,supercomputer,0.08718
2009,supercomputer,0.08718
2009,supercomputer,0.08718
2009,supercomputer,0.08718
2009,supercomputer,0.08716
2009,supercomputer,0.08716
2009,supercomputer,0.0868
2009,supercomputer,0.08637
2009,supercomputer,0.08629
2009,supercomputer,0.08587
2009,supercomputer,0.08587
2009,supercomputer,0.08582
2009,supercomputer,0.08536
2009,supercomputer,0.08536
2009,supercomputer,0.0848
2009,supercomputer,0.08451
2009,supercomputer,0.08416
2009,supercomputer,0.08397
2009,supercomputer,0.08376
2009,supercomputer,0.08363
2009,supercomputer,0.08309
2009,supercomputer,0.08295
2009,supercomputer,0.08295
2009,supercomputer,0.08251
2009,supercomputer,0.08251
2009,supercomputer,0.08148
2009,supercomputer,0.08087
2009,supercomputer,0.0808
2009,supercomputer,0.08077
2009,supercomputer,0.08049
2009,supercomputer,0.08038
2009,supercomputer,0.07888
2009,supercomputer,0.0783
2009,supercomputer,0.07782
2009,supercomputer,0.07782
2009,supercomputer,0.07777
2009,supercomputer,0.07762
2009,supercomputer,0.0773
2009,supercomputer,0.07728
2009,supercomputer,0.07714
2009,supercomputer,0.07712
2009,supercomputer,0.07682
2009,supercomputer,0.07682
2009,supercomputer,0.07634
2009,supercomputer,0.07592
2009,supercomputer,0.07573
2009,supercomputer,0.07555
2009,supercomputer,0.07452
2009,supercomputer,0.07405
2009,supercomputer,0.07361
2009,supercomputer,0.07319
2009,supercomputer,0.07279
2009,supercomputer,0.07179
2009,supercomputer,0.07068
2009,supercomputer,0.07056
2009,supercomputer,0.0671
2009,supercomputer,0.06685
2009,supercomputer,0.06618
2009,supercomputer,0.06585
2009,supercomputer,0.06563
2009,supercomputer,0.06561
2009,supercomputer,0.06561
2009,supercomputer,0.06559
2009,supercomputer,0.06558
2009,supercomputer,0.06555
2009,supercomputer,0.06554
2009,supercomputer,0.06543
2009,supercomputer,0.06541
2009,supercomputer,0.06535
2009,supercomputer,0.06535
2009,supercomputer,0.06531
2009,supercomputer,0.06526
2009,supercomputer,0.06521
2009,supercomputer,0.06521
2009,supercomputer,0.06514
2009,supercomputer,0.06513
2009,supercomputer,0.06511
2009,supercomputer,0.06501
2009,supercomputer,0.06499
2009,supercomputer,0.06486
2009,supercomputer,0.06483
2009,supercomputer,0.06475
2009,supercomputer,0.06463
2009,supercomputer,0.06432
2009,supercomputer,0.06408
2009,supercomputer,0.06396
2009,supercomputer,0.06375
2009,supercomputer,0.06361
2009,supercomputer,0.06335
2009,supercomputer,0.0633
2009,supercomputer,0.063
2009,supercomputer,0.0619
2009,supercomputer,0.06189
2009,supercomputer,0.06186
2009,supercomputer,0.06185
2009,supercomputer,0.06177
2009,supercomputer,0.06136
2009,supercomputer,0.06128
2009,supercomputer,0.0605
2009,supercomputer,0.06038
2009,supercomputer,0.06027
2009,supercomputer,0.05945
2009,supercomputer,0.05925
2009,supercomputer,0.05924
2009,supercomputer,0.05877
2009,supercomputer,0.0583
2009,supercomputer,0.05822
2009,supercomputer,0.05816
2009,supercomputer,0.05808
2009,supercomputer,0.05807
2009,supercomputer,0.05805
2009,supercomputer,0.05798
2009,supercomputer,0.05791
2009,supercomputer,0.05773
2009,supercomputer,0.05766
2009,supercomputer,0.05764
2009,supercomputer,0.05751
2009,supercomputer,0.05751
2009,supercomputer,0.0575
2009,supercomputer,0.05748
2009,supercomputer,0.05736
2009,supercomputer,0.05708
2009,supercomputer,0.05691
2009,supercomputer,0.0557
2009,supercomputer,0.05476
2009,supercomputer,0.05458
2009,supercomputer,0.05458
2009,supercomputer,0.05457
2009,supercomputer,0.05457
2009,supercomputer,0.05457
2009,supercomputer,0.05456
2009,supercomputer,0.05455
2009,supercomputer,0.05455
2009,supercomputer,0.0545
2009,supercomputer,0.05448
2009,supercomputer,0.05443
2009,supercomputer,0.05428
2009,supercomputer,0.05422
2009,supercomputer,0.05421
2009,supercomputer,0.0542
2009,supercomputer,0.0542
2009,supercomputer,0.0542
2009,supercomputer,0.0542
2009,supercomputer,0.0542
2009,supercomputer,0.0542
2009,supercomputer,0.05419
2009,supercomputer,0.05414
2009,supercomputer,0.05402
2009,supercomputer,0.05371
2009,supercomputer,0.0537
2009,supercomputer,0.0537
2009,supercomputer,0.0537
2009,supercomputer,0.0537
2009,supercomputer,0.05236
2009,supercomputer,0.05226
2009,supercomputer,0.05226
2009,supercomputer,0.05222
2009,supercomputer,0.0522
2009,supercomputer,0.05148
2009,supercomputer,0.05123
2009,supercomputer,0.051
2009,supercomputer,0.05097
2009,supercomputer,0.05093
2009,supercomputer,0.05084
2009,supercomputer,0.05083
2009,supercomputer,0.05081
2009,supercomputer,0.05077
2009,supercomputer,0.05076
2009,supercomputer,0.05076
2009,supercomputer,0.0507
2009,supercomputer,0.05067
2009,supercomputer,0.05067
2009,supercomputer,0.05064
2009,supercomputer,0.05062
2009,supercomputer,0.05058
2009,supercomputer,0.05056
2009,supercomputer,0.05043
2009,supercomputer,0.05043
2009,supercomputer,0.05043
2009,supercomputer,0.05043
2009,supercomputer,0.0504
2009,supercomputer,0.0504
2009,supercomputer,0.05031
2009,supercomputer,0.05023
2009,supercomputer,0.05021
2009,supercomputer,0.05021
2009,supercomputer,0.05021
2009,supercomputer,0.04994
2009,supercomputer,0.04992
2009,supercomputer,0.04989
2009,supercomputer,0.04919
2009,supercomputer,0.04903
2009,supercomputer,0.04869
2009,supercomputer,0.04847
2009,supercomputer,0.04803
2009,supercomputer,0.0476
2009,supercomputer,0.04689
2009,supercomputer,0.04552
2009,supercomputer,0.04546
2009,supercomputer,0.04502
2009,supercomputer,0.04374
2009,supercomputer,0.04339
2009,supercomputer,0.04339
2009,supercomputer,0.04314
2009,supercomputer,0.04297
2009,supercomputer,0.04195
2009,supercomputer,0.04193
2009,supercomputer,0.04164
2009,supercomputer,0.04164
2009,supercomputer,0.04164
2009,supercomputer,0.04164
2009,supercomputer,0.04164
2009,supercomputer,0.04164
2009,supercomputer,0.04132
2009,supercomputer,0.04132
2009,supercomputer,0.04043
2009,supercomputer,0.04002
2009,supercomputer,0.04002
2009,supercomputer,0.03954
2009,supercomputer,0.0392
2009,supercomputer,0.03877
2009,supercomputer,0.03816
2009,supercomputer,0.03805
2009,supercomputer,0.03801
2009,supercomputer,0.03766
2009,supercomputer,0.03662
2009,supercomputer,0.03441
2009,supercomputer,0.03428
2009,supercomputer,0.03389
2009,supercomputer,0.03389
2009,supercomputer,0.03389
2009,supercomputer,0.03347
2009,supercomputer,0.03269
2009,supercomputer,0.03269
2009,supercomputer,0.03263
2009,supercomputer,0.03179
2009,supercomputer,0.03113
2009,supercomputer,0.02493
2009,supercomputer,0.02377
2009,supercomputer,0.02311
2009,supercomputer,0.02136
2009,supercomputer,0.01303
2010,supercomputer,0.77338
2010,supercomputer,0.77338
2010,supercomputer,0.77338
2010,supercomputer,0.49264
2010,supercomputer,0.45833
2010,supercomputer,0.45833
2010,supercomputer,0.44425
2010,supercomputer,0.43188
2010,supercomputer,0.41847
2010,supercomputer,0.39756
2010,supercomputer,0.37924
2010,supercomputer,0.37877
2010,supercomputer,0.37877
2010,supercomputer,0.37877
2010,supercomputer,0.37877
2010,supercomputer,0.37877
2010,supercomputer,0.37877
2010,supercomputer,0.37876
2010,supercomputer,0.36658
2010,supercomputer,0.36398
2010,supercomputer,0.36398
2010,supercomputer,0.3452
2010,supercomputer,0.34155
2010,supercomputer,0.34132
2010,supercomputer,0.29952
2010,supercomputer,0.29952
2010,supercomputer,0.29916
2010,supercomputer,0.2982
2010,supercomputer,0.2982
2010,supercomputer,0.2982
2010,supercomputer,0.29819
2010,supercomputer,0.29578
2010,supercomputer,0.29552
2010,supercomputer,0.29042
2010,supercomputer,0.28236
2010,supercomputer,0.28236
2010,supercomputer,0.27998
2010,supercomputer,0.27998
2010,supercomputer,0.27998
2010,supercomputer,0.27634
2010,supercomputer,0.27634
2010,supercomputer,0.27462
2010,supercomputer,0.27462
2010,supercomputer,0.27462
2010,supercomputer,0.27462
2010,supercomputer,0.27462
2010,supercomputer,0.27462
2010,supercomputer,0.27306
2010,supercomputer,0.27022
2010,supercomputer,0.26986
2010,supercomputer,0.26986
2010,supercomputer,0.26796
2010,supercomputer,0.2658
2010,supercomputer,0.26504
2010,supercomputer,0.2642
2010,supercomputer,0.25307
2010,supercomputer,0.24958
2010,supercomputer,0.24541
2010,supercomputer,0.24005
2010,supercomputer,0.23666
2010,supercomputer,0.23661
2010,supercomputer,0.23602
2010,supercomputer,0.23601
2010,supercomputer,0.23577
2010,supercomputer,0.23244
2010,supercomputer,0.23239
2010,supercomputer,0.23239
2010,supercomputer,0.23157
2010,supercomputer,0.23042
2010,supercomputer,0.23026
2010,supercomputer,0.23011
2010,supercomputer,0.22826
2010,supercomputer,0.22826
2010,supercomputer,0.22826
2010,supercomputer,0.22788
2010,supercomputer,0.22746
2010,supercomputer,0.22618
2010,supercomputer,0.22618
2010,supercomputer,0.22541
2010,supercomputer,0.2235
2010,supercomputer,0.22275
2010,supercomputer,0.22172
2010,supercomputer,0.22162
2010,supercomputer,0.22162
2010,supercomputer,0.2204
2010,supercomputer,0.21982
2010,supercomputer,0.2173
2010,supercomputer,0.2173
2010,supercomputer,0.2173
2010,supercomputer,0.2173
2010,supercomputer,0.2173
2010,supercomputer,0.2173
2010,supercomputer,0.2173
2010,supercomputer,0.2173
2010,supercomputer,0.2173
2010,supercomputer,0.2166
2010,supercomputer,0.21565
2010,supercomputer,0.21537
2010,supercomputer,0.21383
2010,supercomputer,0.2131
2010,supercomputer,0.2131
2010,supercomputer,0.2131
2010,supercomputer,0.2131
2010,supercomputer,0.21309
2010,supercomputer,0.21309
2010,supercomputer,0.20708
2010,supercomputer,0.20708
2010,supercomputer,0.20708
2010,supercomputer,0.20701
2010,supercomputer,0.20696
2010,supercomputer,0.20684
2010,supercomputer,0.20527
2010,supercomputer,0.20455
2010,supercomputer,0.20451
2010,supercomputer,0.20424
2010,supercomputer,0.20377
2010,supercomputer,0.20377
2010,supercomputer,0.20377
2010,supercomputer,0.20078
2010,supercomputer,0.20078
2010,supercomputer,0.19994
2010,supercomputer,0.19933
2010,supercomputer,0.19393
2010,supercomputer,0.18896
2010,supercomputer,0.18594
2010,supercomputer,0.18528
2010,supercomputer,0.18304
2010,supercomputer,0.18265
2010,supercomputer,0.18258
2010,supercomputer,0.18258
2010,supercomputer,0.18258
2010,supercomputer,0.18258
2010,supercomputer,0.18258
2010,supercomputer,0.18258
2010,supercomputer,0.18258
2010,supercomputer,0.18258
2010,supercomputer,0.18258
2010,supercomputer,0.18257
2010,supercomputer,0.18257
2010,supercomputer,0.18257
2010,supercomputer,0.18257
2010,supercomputer,0.18257
2010,supercomputer,0.18257
2010,supercomputer,0.1825
2010,supercomputer,0.1825
2010,supercomputer,0.18208
2010,supercomputer,0.18208
2010,supercomputer,0.18208
2010,supercomputer,0.18208
2010,supercomputer,0.18134
2010,supercomputer,0.1806
2010,supercomputer,0.17935
2010,supercomputer,0.17935
2010,supercomputer,0.17935
2010,supercomputer,0.17935
2010,supercomputer,0.17935
2010,supercomputer,0.17935
2010,supercomputer,0.17935
2010,supercomputer,0.17935
2010,supercomputer,0.17935
2010,supercomputer,0.17935
2010,supercomputer,0.17893
2010,supercomputer,0.178
2010,supercomputer,0.1774
2010,supercomputer,0.176
2010,supercomputer,0.17597
2010,supercomputer,0.17593
2010,supercomputer,0.17592
2010,supercomputer,0.17591
2010,supercomputer,0.17111
2010,supercomputer,0.17018
2010,supercomputer,0.16896
2010,supercomputer,0.16674
2010,supercomputer,0.16565
2010,supercomputer,0.16502
2010,supercomputer,0.1646
2010,supercomputer,0.16361
2010,supercomputer,0.16318
2010,supercomputer,0.15967
2010,supercomputer,0.15599
2010,supercomputer,0.15527
2010,supercomputer,0.15459
2010,supercomputer,0.15429
2010,supercomputer,0.15425
2010,supercomputer,0.15221
2010,supercomputer,0.1503
2010,supercomputer,0.15018
2010,supercomputer,0.14775
2010,supercomputer,0.14772
2010,supercomputer,0.14765
2010,supercomputer,0.14765
2010,supercomputer,0.14699
2010,supercomputer,0.14691
2010,supercomputer,0.14634
2010,supercomputer,0.14634
2010,supercomputer,0.14634
2010,supercomputer,0.14634
2010,supercomputer,0.14597
2010,supercomputer,0.14597
2010,supercomputer,0.14597
2010,supercomputer,0.14532
2010,supercomputer,0.14174
2010,supercomputer,0.14145
2010,supercomputer,0.14078
2010,supercomputer,0.13977
2010,supercomputer,0.13977
2010,supercomputer,0.13827
2010,supercomputer,0.13612
2010,supercomputer,0.13426
2010,supercomputer,0.13173
2010,supercomputer,0.13163
2010,supercomputer,0.13161
2010,supercomputer,0.13157
2010,supercomputer,0.13156
2010,supercomputer,0.13156
2010,supercomputer,0.13156
2010,supercomputer,0.13156
2010,supercomputer,0.13156
2010,supercomputer,0.13156
2010,supercomputer,0.13156
2010,supercomputer,0.13154
2010,supercomputer,0.13121
2010,supercomputer,0.13025
2010,supercomputer,0.12969
2010,supercomputer,0.12745
2010,supercomputer,0.12537
2010,supercomputer,0.12491
2010,supercomputer,0.1243
2010,supercomputer,0.12236
2010,supercomputer,0.12142
2010,supercomputer,0.12046
2010,supercomputer,0.12005
2010,supercomputer,0.11937
2010,supercomputer,0.11869
2010,supercomputer,0.11863
2010,supercomputer,0.11804
2010,supercomputer,0.11804
2010,supercomputer,0.11804
2010,supercomputer,0.11804
2010,supercomputer,0.11804
2010,supercomputer,0.11804
2010,supercomputer,0.11804
2010,supercomputer,0.11804
2010,supercomputer,0.11804
2010,supercomputer,0.11804
2010,supercomputer,0.11752
2010,supercomputer,0.11752
2010,supercomputer,0.11554
2010,supercomputer,0.11503
2010,supercomputer,0.11491
2010,supercomputer,0.11491
2010,supercomputer,0.1149
2010,supercomputer,0.11468
2010,supercomputer,0.11438
2010,supercomputer,0.11435
2010,supercomputer,0.11435
2010,supercomputer,0.11191
2010,supercomputer,0.11187
2010,supercomputer,0.10944
2010,supercomputer,0.10944
2010,supercomputer,0.10838
2010,supercomputer,0.10823
2010,supercomputer,0.10577
2010,supercomputer,0.10536
2010,supercomputer,0.10084
2010,supercomputer,0.10056
2010,supercomputer,0.10047
2010,supercomputer,0.10023
2010,supercomputer,0.0998
2010,supercomputer,0.09923
2010,supercomputer,0.09766
2010,supercomputer,0.09706
2010,supercomputer,0.09474
2010,supercomputer,0.09464
2010,supercomputer,0.09461
2010,supercomputer,0.0944
2010,supercomputer,0.09432
2010,supercomputer,0.09418
2010,supercomputer,0.09337
2010,supercomputer,0.0924
2010,supercomputer,0.09231
2010,supercomputer,0.09225
2010,supercomputer,0.0922
2010,supercomputer,0.09219
2010,supercomputer,0.09219
2010,supercomputer,0.0921
2010,supercomputer,0.092
2010,supercomputer,0.09189
2010,supercomputer,0.09167
2010,supercomputer,0.09157
2010,supercomputer,0.09157
2010,supercomputer,0.09156
2010,supercomputer,0.09153
2010,supercomputer,0.09151
2010,supercomputer,0.09115
2010,supercomputer,0.0905
2010,supercomputer,0.08994
2010,supercomputer,0.08988
2010,supercomputer,0.08971
2010,supercomputer,0.08971
2010,supercomputer,0.08923
2010,supercomputer,0.08783
2010,supercomputer,0.08716
2010,supercomputer,0.08716
2010,supercomputer,0.08637
2010,supercomputer,0.08582
2010,supercomputer,0.08526
2010,supercomputer,0.08419
2010,supercomputer,0.08416
2010,supercomputer,0.08397
2010,supercomputer,0.08363
2010,supercomputer,0.08309
2010,supercomputer,0.08267
2010,supercomputer,0.08251
2010,supercomputer,0.08251
2010,supercomputer,0.08148
2010,supercomputer,0.08087
2010,supercomputer,0.0808
2010,supercomputer,0.08077
2010,supercomputer,0.08049
2010,supercomputer,0.08038
2010,supercomputer,0.07996
2010,supercomputer,0.07888
2010,supercomputer,0.07863
2010,supercomputer,0.0783
2010,supercomputer,0.07782
2010,supercomputer,0.07782
2010,supercomputer,0.07742
2010,supercomputer,0.07728
2010,supercomputer,0.07712
2010,supercomputer,0.07682
2010,supercomputer,0.07682
2010,supercomputer,0.07634
2010,supercomputer,0.07592
2010,supercomputer,0.07573
2010,supercomputer,0.07555
2010,supercomputer,0.07452
2010,supercomputer,0.07405
2010,supercomputer,0.07279
2010,supercomputer,0.07179
2010,supercomputer,0.07068
2010,supercomputer,0.07056
2010,supercomputer,0.06618
2010,supercomputer,0.06555
2010,supercomputer,0.06554
2010,supercomputer,0.06543
2010,supercomputer,0.06541
2010,supercomputer,0.06535
2010,supercomputer,0.06535
2010,supercomputer,0.06531
2010,supercomputer,0.06526
2010,supercomputer,0.06524
2010,supercomputer,0.06521
2010,supercomputer,0.06514
2010,supercomputer,0.06513
2010,supercomputer,0.06513
2010,supercomputer,0.06511
2010,supercomputer,0.06501
2010,supercomputer,0.06486
2010,supercomputer,0.06483
2010,supercomputer,0.06475
2010,supercomputer,0.06463
2010,supercomputer,0.064
2010,supercomputer,0.06396
2010,supercomputer,0.06392
2010,supercomputer,0.06375
2010,supercomputer,0.06369
2010,supercomputer,0.06361
2010,supercomputer,0.06354
2010,supercomputer,0.06351
2010,supercomputer,0.06351
2010,supercomputer,0.06346
2010,supercomputer,0.06345
2010,supercomputer,0.06345
2010,supercomputer,0.06341
2010,supercomputer,0.0633
2010,supercomputer,0.06323
2010,supercomputer,0.06317
2010,supercomputer,0.06317
2010,supercomputer,0.06177
2010,supercomputer,0.06136
2010,supercomputer,0.0613
2010,supercomputer,0.06128
2010,supercomputer,0.0605
2010,supercomputer,0.06038
2010,supercomputer,0.06027
2010,supercomputer,0.05945
2010,supercomputer,0.05798
2010,supercomputer,0.05791
2010,supercomputer,0.05778
2010,supercomputer,0.05773
2010,supercomputer,0.05766
2010,supercomputer,0.05751
2010,supercomputer,0.0575
2010,supercomputer,0.05748
2010,supercomputer,0.05736
2010,supercomputer,0.05708
2010,supercomputer,0.05691
2010,supercomputer,0.05661
2010,supercomputer,0.05636
2010,supercomputer,0.05456
2010,supercomputer,0.0545
2010,supercomputer,0.05443
2010,supercomputer,0.05428
2010,supercomputer,0.05422
2010,supercomputer,0.05421
2010,supercomputer,0.0542
2010,supercomputer,0.0542
2010,supercomputer,0.0542
2010,supercomputer,0.0542
2010,supercomputer,0.0542
2010,supercomputer,0.0542
2010,supercomputer,0.05419
2010,supercomputer,0.05414
2010,supercomputer,0.05402
2010,supercomputer,0.05371
2010,supercomputer,0.05287
2010,supercomputer,0.05256
2010,supercomputer,0.05222
2010,supercomputer,0.0522
2010,supercomputer,0.05148
2010,supercomputer,0.05123
2010,supercomputer,0.051
2010,supercomputer,0.05097
2010,supercomputer,0.05067
2010,supercomputer,0.05067
2010,supercomputer,0.05067
2010,supercomputer,0.05064
2010,supercomputer,0.05058
2010,supercomputer,0.05056
2010,supercomputer,0.05051
2010,supercomputer,0.0505
2010,supercomputer,0.05043
2010,supercomputer,0.05043
2010,supercomputer,0.05043
2010,supercomputer,0.05043
2010,supercomputer,0.0504
2010,supercomputer,0.0504
2010,supercomputer,0.05033
2010,supercomputer,0.05031
2010,supercomputer,0.05023
2010,supercomputer,0.05021
2010,supercomputer,0.05021
2010,supercomputer,0.05021
2010,supercomputer,0.04992
2010,supercomputer,0.04989
2010,supercomputer,0.04903
2010,supercomputer,0.04878
2010,supercomputer,0.04871
2010,supercomputer,0.04803
2010,supercomputer,0.04792
2010,supercomputer,0.0476
2010,supercomputer,0.04754
2010,supercomputer,0.04748
2010,supercomputer,0.04743
2010,supercomputer,0.04743
2010,supercomputer,0.04743
2010,supercomputer,0.04689
2010,supercomputer,0.04676
2010,supercomputer,0.04668
2010,supercomputer,0.04552
2010,supercomputer,0.04546
2010,supercomputer,0.04546
2010,supercomputer,0.04546
2010,supercomputer,0.04535
2010,supercomputer,0.04314
2010,supercomputer,0.04297
2010,supercomputer,0.04201
2010,supercomputer,0.04193
2010,supercomputer,0.04178
2010,supercomputer,0.04164
2010,supercomputer,0.04164
2010,supercomputer,0.04164
2010,supercomputer,0.04164
2010,supercomputer,0.04164
2010,supercomputer,0.04164
2010,supercomputer,0.04132
2010,supercomputer,0.04132
2010,supercomputer,0.04132
2010,supercomputer,0.04132
2010,supercomputer,0.03816
2010,supercomputer,0.03805
2010,supercomputer,0.03801
2010,supercomputer,0.03766
2010,supercomputer,0.03765
2010,supercomputer,0.03765
2010,supercomputer,0.03765
2010,supercomputer,0.03761
2010,supercomputer,0.03757
2010,supercomputer,0.03757
2010,supercomputer,0.03441
2010,supercomputer,0.03347
2010,supercomputer,0.03208
2010,supercomputer,0.03205
2010,supercomputer,0.03205
2010,supercomputer,0.03198
2010,supercomputer,0.03179
2010,supercomputer,0.02493
2010,supercomputer,0.02377
2010,supercomputer,0.02136
2010,supercomputer,1.6842
2010,supercomputer,1.44803
2010,supercomputer,0.95835
2010,supercomputer,0.93306
2010,supercomputer,0.82867
2010,supercomputer,0.77338
2010,supercomputer,0.77338
2010,supercomputer,0.77338
2010,supercomputer,0.74078
2010,supercomputer,0.67712
2010,supercomputer,0.63636
2010,supercomputer,0.63515
2010,supercomputer,0.62813
2010,supercomputer,0.5555
2010,supercomputer,0.49264
2010,supercomputer,0.45833
2010,supercomputer,0.45833
2010,supercomputer,0.44425
2010,supercomputer,0.43188
2010,supercomputer,0.40064
2010,supercomputer,0.40062
2010,supercomputer,0.37877
2010,supercomputer,0.37877
2010,supercomputer,0.37877
2010,supercomputer,0.37877
2010,supercomputer,0.37877
2010,supercomputer,0.37877
2010,supercomputer,0.37876
2010,supercomputer,0.36658
2010,supercomputer,0.36398
2010,supercomputer,0.36398
2010,supercomputer,0.3622
2010,supercomputer,0.35456
2010,supercomputer,0.34155
2010,supercomputer,0.34132
2010,supercomputer,0.33173
2010,supercomputer,0.33173
2010,supercomputer,0.33173
2010,supercomputer,0.33173
2010,supercomputer,0.33173
2010,supercomputer,0.33173
2010,supercomputer,0.33173
2010,supercomputer,0.33098
2010,supercomputer,0.31832
2010,supercomputer,0.3057
2010,supercomputer,0.3
2010,supercomputer,0.29952
2010,supercomputer,0.29952
2010,supercomputer,0.2991
2010,supercomputer,0.29865
2010,supercomputer,0.29865
2010,supercomputer,0.29819
2010,supercomputer,0.29738
2010,supercomputer,0.29577
2010,supercomputer,0.29575
2010,supercomputer,0.29575
2010,supercomputer,0.29575
2010,supercomputer,0.29221
2010,supercomputer,0.29042
2010,supercomputer,0.28848
2010,supercomputer,0.28516
2010,supercomputer,0.28516
2010,supercomputer,0.28434
2010,supercomputer,0.28081
2010,supercomputer,0.28079
2010,supercomputer,0.28079
2010,supercomputer,0.28079
2010,supercomputer,0.27776
2010,supercomputer,0.27728
